method,num_seeds,best_val_nrmse_mean,best_val_nrmse_std,best_epoch_mean,best_epoch_std,time_to_best_sec_mean,time_to_best_sec_std,final_test_nrmse_mean,final_test_nrmse_std
n4sid_init,5,0.026193437682469106,0.002269417520720687,4.8,0.4472135954999579,6.721727616601856,0.7062131321685855,0.1250359417984319,0.00319269221380753
random_init,5,0.42021871225719387,0.20576923515766,4.8,0.4472135954999579,6.57166416659602,0.5045508765520192,0.5093060477056992,0.1855142781585867
