model,num_seeds,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,test_nrmse_mean,test_nrmse_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std
ResDyNet,5,27273,0.36897751073385215,0.03324323670350372,39.0,21.575449010391416,0.413283874369093,0.0392912232479694,0.24923027345265644,0.03719727876718683,0.34699566764310774,0.004237439686275542
Plain,5,27276,1.0433266579077836,0.007608536274601225,7.2,1.9235384061671346,1.2274458392357754,0.03258173403659518,0.9118382443356474,0.020112403494876935,0.34699566764310774,0.004237439686275542
