seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,wall_time_sec
0,ResDyNet,0,1.6233038908096242,1.3548185190643673,1.1639667173353228,1.1263934497160195,0.012826166988816112
0,Plain,0,1.2295254273969611,1.6600306432359764,1.2884217644994889,1.2468310428378764,0.031238291994668543
0,ResDyNet,1,1.2471938842971717,2.1842178961976964,1.4779099756743292,1.430202505859063,0.3810293749847915
0,Plain,1,1.188037482922602,1.788026492111186,1.3371710781015218,1.294006710923292,0.39797379198716953
0,ResDyNet,2,0.9648428861297305,1.8314199917981284,1.3532996681438034,1.3096146642317605,0.7398019999964163
0,Plain,2,1.0865170375241238,1.8345065668332303,1.3544395766638062,1.3107177760914759,0.7547817919985391
0,ResDyNet,3,0.779549618470221,1.1910670626776585,1.0913601892490208,1.0561306866790658,1.0834045419760514
0,Plain,3,1.0252282475897556,2.02915133287995,1.4244828299702141,1.3785000077877185,1.0990054580033757
0,ResDyNet,4,0.6159365539175028,0.8328132275328954,0.9125860110328754,0.8831274037484091,1.4388634169881698
0,Plain,4,0.9946991124129805,2.3308450689490865,1.5267105386906472,1.4774277690090907,1.4543467079929542
0,ResDyNet,5,0.4605435098534658,1.210246452685313,1.1001120182441937,1.0646000034613923,1.7849498750001658
0,Plain,5,0.9915095353396269,2.1424231309770443,1.4637018586368757,1.41645303199058,1.800205042003654
0,ResDyNet,6,0.4029237155657556,1.1089675383002313,1.053075276654158,1.019081624942552,2.126933833002113
0,Plain,6,0.9569501398580036,2.0142898760623837,1.419256804127563,1.3734426799539083,2.1417962919804268
0,ResDyNet,7,0.370023651951297,1.0777173050145263,1.0381316414667874,1.0046203757166852,2.47293662498123
0,Plain,7,0.6565630086264526,1.1638448263055825,1.0788164006472938,1.0439918161210193,2.4880128749937285
0,ResDyNet,8,0.31036943472408735,1.1473846764890925,1.0711604345237424,1.0365829873595251,2.8189796669757925
0,Plain,8,0.6978804759045781,1.1448368645178897,1.0699704970315256,1.035431461480956,2.833986207988346
0,ResDyNet,9,0.2886610312112137,0.9833702625321118,0.9916502722896373,0.9596394419878982,3.1630288749875035
0,Plain,9,0.7308275078874409,1.325185855517513,1.1511671709693223,1.1140070773470527,3.1781971669988707
0,ResDyNet,10,0.3091343527186527,1.1913804538618824,1.0915037580612732,1.0562696210380094,3.5058917079877574
0,Plain,10,0.6911546974903864,1.3411441884571011,1.15807779896564,1.1206946277662746,3.520971791993361
0,ResDyNet,11,0.2609446138443374,1.1543745942214292,1.0744182585108228,1.0397356476072133,3.8540472500026226
0,Plain,11,0.630212889349054,1.3591400060425516,1.1658216012935048,1.1281884573475631,3.8691711249994114
0,ResDyNet,12,0.24794658947368697,0.9488148869184982,0.9740712945767872,0.9426279200486898,4.199028457980603
0,Plain,12,0.5465961854552132,1.459977372744725,1.2082952340983246,1.1692910258870808,4.213856582995504
0,ResDyNet,13,0.22162064403901086,0.9145663368015214,0.9563296172353555,0.9254589504838954,4.541794832999585
0,Plain,13,0.5039846470990992,1.4247689888725776,1.193636874795923,1.1551058437371924,4.556862333003664
0,ResDyNet,14,0.21027669815056665,0.6561413412658116,0.8100255188978996,0.783877601481763,4.8857651249854825
0,Plain,14,0.5070998878331716,1.3954530594146408,1.1812929608757687,1.1431603958335352,4.901364958001068
0,ResDyNet,15,0.1903358972029075,0.6003896105414521,0.774848120951101,0.7498357426938774,5.230348457989749
0,Plain,15,0.6126718984715618,1.4240924004472078,1.1933534264614183,1.1548315452176867,5.246585374989081
0,ResDyNet,16,0.1591049233629177,0.5388894898259934,0.7340909274919514,0.710394206215675,5.575246291991789
0,Plain,16,0.5956989795983786,1.5060025258696217,1.2271929456567219,1.1875787124652093,5.590818999975454
0,ResDyNet,17,0.11432726967408387,0.2733482344761744,0.5228271554502256,0.5059501053268834,5.9198477499885485
0,Plain,17,0.5171374255362688,1.4564444800492962,1.2068324158926524,1.167875427983417,5.935315374983475
0,ResDyNet,18,0.08412057670724657,0.1565458966169583,0.3956588133947711,0.38288680345650505,6.277197666990105
0,Plain,18,0.4962990284325825,1.4703125900890706,1.2125644684259351,1.1734224477828308,6.294847041979665
0,ResDyNet,19,0.0840658307085885,0.2324454546805783,0.48212597387050027,0.4665627726443309,6.625807749980595
0,Plain,19,0.5490900420897371,1.480492420743491,1.2167548729072306,1.1774775844882834,6.640866916975938
0,ResDyNet,20,0.11197745104190228,0.2731252899527936,0.5226139014155609,0.5057437352097706,6.976746792002814
0,Plain,20,0.4991766425282908,1.4498658151722865,1.2041037393731018,1.1652348341311698,6.991909374977695
0,ResDyNet,21,0.09553041855500218,0.5836997054335966,0.7640024250181386,0.7393401497576225,7.347525874996791
0,Plain,21,0.4966301259206948,1.452978458100825,1.2053955608433378,1.1664849551360106,7.362581416993635
0,ResDyNet,22,0.13513007876964214,0.22100712609807804,0.4701139501206894,0.454938501375995,7.6944313749845605
0,Plain,22,0.518684128733504,1.3965969258214415,1.181777020347511,1.1436288296900392,7.709638999978779
0,ResDyNet,23,0.09555761054662869,0.3064523936167535,0.5535814245589835,0.5357116154791783,8.05952549999347
0,Plain,23,0.5148939180196859,1.5610198422950656,1.2494077966360966,1.2090764600012125,8.07439958298346
0,ResDyNet,24,0.0847908534222497,0.1865536738741006,0.43191859635132707,0.4179761074736258,8.404067249997752
0,Plain,24,0.526185247403158,1.5445401637231593,1.24279530242239,1.2026774194980134,8.418802416999824
0,ResDyNet,25,0.07794109021293902,0.27634447655315236,0.5256847691850625,0.5087154742543624,8.765971582994098
0,Plain,25,0.5113513880383175,1.4725645104022242,1.2134926907081989,1.174320706713306,8.780868874979205
0,ResDyNet,26,0.07250279802260155,0.21617714158287407,0.4649485364885818,0.4499398291685974,9.109380332985893
0,Plain,26,0.5362052794561312,1.6256138088709675,1.274995611314395,1.233838290745106,9.124669749988243
0,ResDyNet,27,0.07300741794704486,0.2349497793785814,0.48471618435800284,0.4690693701982437,9.467834541981574
0,Plain,27,0.5548070658249644,1.8375677656256866,1.3555691666697376,1.311810902522495,9.482908791978844
0,ResDyNet,28,0.07354181756280052,0.2324971216560641,0.4821795533367877,0.4666146225460219,9.811984749976546
0,Plain,28,0.5601103465821204,1.6477793242777916,1.2836585699779328,1.2422216059623217,9.826947916997597
0,ResDyNet,29,0.06835204670432711,0.20352178602628898,0.451133889246074,0.4365711237474308,10.156366291979793
0,Plain,29,0.7149491484070634,1.8235412947549872,1.3503856096519198,1.3067946726044557,10.171211082983064
0,ResDyNet,30,0.06478133588298632,0.22179672221419583,0.4709529936354539,0.4557504602619166,10.50045599997975
0,Plain,30,0.5530468001187498,1.7559015631433712,1.3251043593405658,1.2823295102185999,10.515158875001362
0,ResDyNet,31,0.06531477100544611,0.1853055667474699,0.43047133092398837,0.41657556029897225,10.84814820799511
0,Plain,31,0.5446907005575236,1.7547532651327218,1.3246710026012956,1.281910142391982,10.863268832996255
0,ResDyNet,32,0.060238392023374415,0.2343696106454783,0.4841173521425134,0.46848986850377045,11.195034957985627
