controller,tracking_rmse,accumulated_tracking_error,accumulated_mpc_cost,max_abs_tracking_error,actuator_constraint_violations,avg_qp_solve_time_sec,max_qp_solve_time_sec
linear_mpc,0.04234169367279621,0.2868510436929457,0.8542483301075741,0.09000000000000002,0,0.009264260436066252,0.02208570798393339
resdynet_ltv_mpc,0.009682951757164182,0.015001528757051028,1.2363995048644822,0.09000000000000002,0,0.009480870062179746,0.021961834019748494
