seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,val_nrmse_percent,wall_time_sec,comparison
0,ResDyNet,0,1.2594085390465992,2.4970557367353696,1.580207497999984,1.400120320227718,140.0120320227718,0.0037817080155946314,B_parameter_matched
0,Plain,0,1.0764697177020175,1.9401152902643326,1.3928802138964904,1.2341416513893964,123.41416513893964,0.008104750013444573,B_parameter_matched
0,ResDyNet,1,1.0193293793952964,1.8327957494924347,1.3538078702284289,1.1995221584444422,119.95221584444423,0.08418525001616217,B_parameter_matched
0,Plain,1,0.9948545848263667,2.273871099854787,1.5079360397095054,1.3360852251828834,133.60852251828834,0.08997525001177564,B_parameter_matched
0,ResDyNet,2,0.5860820760075622,0.9104295627072325,0.9541643268888398,0.8454236956882739,84.5423695688274,0.1740258750214707,B_parameter_matched
0,Plain,2,0.919859075935427,2.19578238916739,1.4818172590327696,1.3129430520117311,131.2943052011731,0.18599204201018438,B_parameter_matched
0,ResDyNet,3,0.18698842000960977,0.3448288913126201,0.5872213307711328,0.5202990864961922,52.029908649619216,0.2864365420246031,B_parameter_matched
0,Plain,3,0.8827233052923374,1.9995928052887517,1.4140695899738287,1.252916195907365,125.29161959073649,0.2904078749998007,B_parameter_matched
0,ResDyNet,4,0.10804185302145364,0.28062592515938994,0.5297413757291287,0.46936979198142437,46.93697919814244,0.3644466249970719,B_parameter_matched
0,Plain,4,0.8627845912703539,1.983820479263567,1.4084816219118967,1.2479650564891576,124.79650564891575,0.3698302500124555,B_parameter_matched
0,ResDyNet,5,0.07833838562366824,0.2774791077692802,0.5267628572415487,0.46673071814845435,46.673071814845436,0.442105583002558,B_parameter_matched
0,Plain,5,0.8202892831212841,1.7281082630228912,1.3145753166033856,1.1647607137516598,116.47607137516599,0.4463161670137197,B_parameter_matched
0,ResDyNet,6,0.061313621078262714,0.16197389234148066,0.40245980214361865,0.3565937687103121,35.65937687103121,0.5183444170106668,B_parameter_matched
0,Plain,6,0.4022142890653694,0.73567994056026,0.8577178676932526,0.7599686858211101,75.996868582111,0.5223637500021141,B_parameter_matched
0,ResDyNet,7,0.044546968673249525,0.1189283902685186,0.34485995747334686,0.30555824770001466,30.555824770001465,0.5925649580021854,B_parameter_matched
0,Plain,7,0.3002832360407738,0.9210997057821709,0.9597393947224272,0.8503634050431107,85.03634050431107,0.596636333008064,B_parameter_matched
0,ResDyNet,8,0.033602252421125973,0.09216484060164808,0.3035866278373408,0.2689886025236889,26.898860252368888,0.6664605420082808,B_parameter_matched
0,Plain,8,0.2575164935281991,0.6682266502072318,0.8174513136616955,0.7242910798127307,72.42910798127306,0.6713604170072358,B_parameter_matched
0,ResDyNet,9,0.030754555923482415,0.0759090836608596,0.2755160315859308,0.24411705099501266,24.411705099501265,0.744611750007607,B_parameter_matched
0,Plain,9,0.26265520869333164,0.6560057383340094,0.809941811696377,0.7176373926800345,71.76373926800345,0.7489990830072202,B_parameter_matched
0,ResDyNet,10,0.024849945106601816,0.06584958393122366,0.25661173771132073,0.22736717097805415,22.736717097805414,0.8185717500164174,B_parameter_matched
0,Plain,10,0.28656597254439364,0.7234904502451449,0.8505824182553652,0.753646422596446,75.3646422596446,0.8224185830040369,B_parameter_matched
0,ResDyNet,11,0.024269345244611665,0.05933596983254333,0.24358975724061824,0.21582923087226732,21.58292308722673,0.8918492080119904,B_parameter_matched
0,Plain,11,0.26293364989972917,0.7013095290081506,0.837442254133472,0.7420037675517918,74.20037675517918,0.8958513330144342,B_parameter_matched
0,ResDyNet,12,0.021603785456188362,0.05030090635229811,0.22427863552353375,0.1987188868467506,19.87188868467506,0.9651716670196038,B_parameter_matched
0,Plain,12,0.24827278648357598,0.6641888668258641,0.8149778321070237,0.7220994867524599,72.209948675246,0.9693366670107935,B_parameter_matched
0,ResDyNet,13,0.019205424882760277,0.05319290364223416,0.23063586807397102,0.20435162209547322,20.43516220954732,1.0384568330191541,B_parameter_matched
0,Plain,13,0.23073013357421643,0.617002298262861,0.7854949384069009,0.6959765892083704,69.59765892083703,1.0419630830001552,B_parameter_matched
0,ResDyNet,14,0.017870471289312243,0.05635108063823439,0.23738382556154577,0.21033055360310382,21.03305536031038,1.1119598330114968,B_parameter_matched
0,Plain,14,0.21438052251095877,0.6827349728270155,0.8262777818790817,0.7321116461134524,73.21116461134524,1.1154611250094604,B_parameter_matched
0,ResDyNet,15,0.017286761735996196,0.05771981780472873,0.24024949074811527,0.21286963537797407,21.28696353779741,1.1849262920150068,B_parameter_matched
0,Plain,15,0.20162212947150923,0.5478923565051376,0.7401975118204178,0.6558414503117197,65.58414503117197,1.1883832500025164,B_parameter_matched
0,ResDyNet,16,0.015756741200493998,0.05450673812703152,0.2334667816350573,0.20685991268813383,20.685991268813382,1.2583596670010593,B_parameter_matched
0,Plain,16,0.1618083174308936,0.4343510714260906,0.6590531628223103,0.5839446569806573,58.39446569806574,1.2614990830188617,B_parameter_matched
0,ResDyNet,17,0.014591199246308832,0.07300580253394419,0.27019585957957276,0.23940318845313993,23.940318845313993,1.3319968750001863,B_parameter_matched
0,Plain,17,0.13026718467919307,0.37586887460997753,0.6130814583805136,0.5432120838053445,54.32120838053444,1.3354298750055023,B_parameter_matched
0,ResDyNet,18,0.015665563220256966,0.04499886533241934,0.21212935990196957,0.18795419442798358,18.79541944279836,1.404422917024931,B_parameter_matched
0,Plain,18,0.11326945142630683,0.31761391284717466,0.5635724557208014,0.4993453379850611,49.93453379850611,1.4084005000186153,B_parameter_matched
0,ResDyNet,19,0.014102375228683349,0.045264766427296536,0.21275517955456816,0.18850869300713227,18.850869300713228,1.4775976670207456,B_parameter_matched
0,Plain,19,0.09557352564917021,0.3290806074098838,0.5736554779742662,0.508279256071295,50.8279256071295,1.481111500004772,B_parameter_matched
0,ResDyNet,20,0.013076622019733393,0.06092088582514206,0.24682156677474937,0.21869272962516512,21.86927296251651,1.5501027080172207,B_parameter_matched
0,Plain,20,0.08282232699360538,0.2368297378833474,0.4866515569515291,0.4311906725038836,43.11906725038836,1.5532555420068093,B_parameter_matched
0,ResDyNet,21,0.01346678740612413,0.03810269256196561,0.19519911004398974,0.172953387962572,17.2953387962572,1.623041083017597,B_parameter_matched
0,Plain,21,0.07643998769683696,0.22369556185786116,0.4729646518058841,0.4190635853715284,41.90635853715284,1.6272439580061473,B_parameter_matched
0,ResDyNet,22,0.01183432960635179,0.06004174064125483,0.24503416219224378,0.2171090252827913,21.71090252827913,1.6970934580022004,B_parameter_matched
0,Plain,22,0.09011356625944579,0.38706584615171286,0.622146161405592,0.5512437346602513,55.12437346602513,1.700414874998387,B_parameter_matched
0,ResDyNet,23,0.011886857516786198,0.034990298189092946,0.18705693836127263,0.16573913284849137,16.573913284849137,1.7689261250197887,B_parameter_matched
0,Plain,23,0.09033877944676522,0.23172658165612667,0.4813798725083203,0.42651977167591837,42.65197716759184,1.7730942080088425,B_parameter_matched
0,ResDyNet,24,0.010436717327286587,0.042239131419695465,0.20552160815762285,0.18209949021984034,18.209949021984034,1.8459956670121755,B_parameter_matched
0,Plain,24,0.06901775384841546,0.21545814434727492,0.464174691627274,0.41127536649796836,41.12753664979684,1.8493355000100564,B_parameter_matched
0,ResDyNet,25,0.009699795933007899,0.034538941470193096,0.18584655356016988,0.1646666886552676,16.46666886552676,1.9194228330161422,B_parameter_matched
0,Plain,25,0.09461520721804925,0.11281864916300816,0.33588487486489793,0.2976060037372969,29.76060037372969,1.9243846670142375,B_parameter_matched
0,ResDyNet,26,0.009469418651323535,0.03521813661863926,0.18766495841962416,0.1662778603509754,16.62778603509754,1.994092750013806,B_parameter_matched
0,Plain,26,0.05147820089788955,0.17348741826872816,0.41651820880812424,0.36905001946593236,36.90500194659324,1.997240791999502,B_parameter_matched
0,ResDyNet,27,0.009152929608018579,0.03404714635654936,0.18451868836665125,0.1634901526355856,16.34901526355856,2.0664289999986067,B_parameter_matched
0,Plain,27,0.058083630631350525,0.16391548774033596,0.40486477710506746,0.35872466248054496,35.872466248054494,2.07057820801856,B_parameter_matched
0,ResDyNet,28,0.00894308871762673,0.03394417646326955,0.18423945414397414,0.16324274113439477,16.324274113439476,2.1401032080175355,B_parameter_matched
0,Plain,28,0.06679611864220376,0.15202930904152182,0.3899093600332285,0.34547362844465757,34.54736284446576,2.144233625003835,B_parameter_matched
0,ResDyNet,29,0.007894104037626422,0.03539377123435577,0.18813232373612931,0.16669196272514886,16.669196272514885,2.2136857919977047,B_parameter_matched
0,Plain,29,0.058357109168541685,0.11483217379603741,0.33886896257408616,0.30025001209965707,30.02500120996571,2.2170125000120606,B_parameter_matched
0,ResDyNet,30,0.007566318216173664,0.029519788337648508,0.17181323679405064,0.15223266844633673,15.223266844633674,2.285587582999142,B_parameter_matched
0,Plain,30,0.058791149196518705,0.07084385018887479,0.266165080709087,0.23583177431287386,23.583177431287385,2.2897787500114646,B_parameter_matched
0,ResDyNet,31,0.007384385288233909,0.03193325822560683,0.17869879189744634,0.15833351635935689,15.833351635935689,2.3592819580226205,B_parameter_matched
0,Plain,31,0.0385527032080052,0.0668036189415585,0.25846396062422033,0.2290083066777799,22.900830667777992,2.3624824580037966,B_parameter_matched
0,ResDyNet,32,0.007132363827983768,0.030130585207975007,0.17358163845284735,0.1537995355191354,15.37995355191354,2.4450332499982323,B_parameter_matched
0,Plain,32,0.03374896193480858,0.08144457330445218,0.28538495633871835,0.2528612710437498,25.286127104374977,2.4499964580172673,B_parameter_matched
0,ResDyNet,33,0.00677254954850663,0.029026965410544857,0.17037301843468308,0.15095658350618316,15.095658350618315,2.518950167024741,B_parameter_matched
0,Plain,33,0.0720005016903035,0.0819229198860373,0.2862218019055105,0.2536027461249914,25.36027461249914,2.523129917011829,B_parameter_matched
0,ResDyNet,34,0.0066839068451267645,0.03206574475802385,0.17906910609600935,0.1586616279744031,15.866162797440312,2.592310708016157,B_parameter_matched
0,Plain,34,0.07540103944979101,0.10663017217181349,0.32654275703468527,0.2893285534501685,28.93285534501685,2.595484542020131,B_parameter_matched
0,ResDyNet,35,0.007555779586153979,0.027030518873373512,0.16440960699841572,0.14567278783987733,14.567278783987733,2.664360292023048,B_parameter_matched
0,Plain,35,0.04892555336174118,0.06947986978438073,0.26359034463420833,0.23355046612883876,23.355046612883875,2.66856191700208,B_parameter_matched
0,ResDyNet,36,0.007130372404357669,0.03419905679703237,0.18492986994272279,0.16385447420771437,16.38544742077144,2.7369761670124717,B_parameter_matched
0,Plain,36,0.057234823443151714,0.06657685872372872,0.25802491880384093,0.2286192999334625,22.86192999334625,2.7401492920180317,B_parameter_matched
0,ResDyNet,37,0.007377057741345823,0.02228138649953496,0.14926950961108887,0.13225812044394836,13.225812044394836,2.8103023750009015,B_parameter_matched
0,Plain,37,0.05494863383829077,0.07020968672851523,0.26497110545966185,0.23477386956891777,23.477386956891777,2.814426708006067,B_parameter_matched
0,ResDyNet,38,0.006612630458939836,0.02815993004812262,0.16780920728053816,0.1486849551923775,14.86849551923775,2.883499917021254,B_parameter_matched
0,Plain,38,0.03983742207871085,0.05663619746373897,0.23798360755257694,0.21086198188351143,21.086198188351144,2.886670583015075,B_parameter_matched
0,ResDyNet,39,0.006693576833427896,0.030682666566212876,0.1751646841295724,0.1552021705671507,15.520217056715069,2.9603973750199657,B_parameter_matched
0,Plain,39,0.037210712135253864,0.046686832876264774,0.2160713606109444,0.19144694794419792,19.14469479441979,2.963571000000229,B_parameter_matched
0,ResDyNet,40,0.0060840057779378435,0.028667161171557452,0.1693137949830357,0.1500180736711202,15.001807367112018,3.033422625012463,B_parameter_matched
0,Plain,40,0.03048038301907592,0.0644070646866345,0.2537854698099056,0.22486299660589917,22.486299660589918,3.036579208011972,B_parameter_matched
0,ResDyNet,41,0.006367772731612364,0.02424708251234158,0.15571474725388593,0.13796883134982513,13.796883134982513,3.105455917015206,B_parameter_matched
0,Plain,41,0.02527136743214872,0.04555024456551331,0.21342503265904242,0.1891022067984091,18.91022067984091,3.108600750012556,B_parameter_matched
0,ResDyNet,42,0.005057353717091174,0.02022210787784732,0.14220445800975198,0.1259982322185039,12.59982322185039,3.178833542013308,B_parameter_matched
0,Plain,42,0.022900011161509966,0.06676101579346139,0.25838153144809206,0.2289352714816915,22.89352714816915,3.183140083012404,B_parameter_matched
0,ResDyNet,43,0.005451860671742288,0.020501611015027812,0.14318383643075014,0.12686599650273087,12.686599650273086,3.2521089170186315,B_parameter_matched
0,Plain,43,0.02614310237508461,0.059339097903729036,0.24359617793333507,0.21583491983549158,21.58349198354916,3.255838458018843,B_parameter_matched
0,ResDyNet,44,0.005061883114723645,0.022051696640334652,0.14849813682445534,0.13157465658594034,13.157465658594033,3.3249052920145914,B_parameter_matched
0,Plain,44,0.028548685401517126,0.05455354755216546,0.23356700869807248,0.20694871744810486,20.694871744810488,3.3281100419990253,B_parameter_matched
0,ResDyNet,45,0.004590239156235446,0.024825543608142472,0.15756123764474075,0.1396048878301375,13.96048878301375,3.3966621250147,B_parameter_matched
0,Plain,45,0.020515218620311578,0.05983382699155275,0.24460953986210912,0.2167327947221868,21.673279472218677,3.3999728330236394,B_parameter_matched
0,ResDyNet,46,0.004516076176321458,0.02614650233336736,0.16169880127374897,0.14327091708296769,14.327091708296768,3.4684652920113876,B_parameter_matched
0,Plain,46,0.05279241709254201,0.06009555585606296,0.245143949254439,0.21720630054371254,21.720630054371252,3.471620124997571,B_parameter_matched
0,ResDyNet,47,0.004505276190923315,0.02701971058436184,0.16437673370754707,0.1456436609292683,14.56436609292683,3.541036125010578,B_parameter_matched
0,Plain,47,0.04993055325931649,0.11250201094410935,0.33541319435005734,0.297188077943172,29.718807794317197,3.5442361250170507,B_parameter_matched
0,ResDyNet,48,0.004897249341480263,0.022968442059961413,0.15155342972021918,0.13428175528849715,13.428175528849714,3.6128112500009593,B_parameter_matched
0,Plain,48,0.060974575520979964,0.06053734913240739,0.24604338871915943,0.21800323605563973,21.800323605563975,3.616119083017111,B_parameter_matched
0,ResDyNet,49,0.004419944231325589,0.021549792003843687,0.14679847411960278,0.13006869468308313,13.006869468308313,3.684660291997716,B_parameter_matched
0,Plain,49,0.04112907519873687,0.05729792092633794,0.23936984130491032,0.21209023453240977,21.209023453240977,3.687806500005536,B_parameter_matched
0,ResDyNet,50,0.004328042085917216,0.021850481944467634,0.1478190851834351,0.13097299256252581,13.097299256252581,3.7589024580083787,B_parameter_matched
0,Plain,50,0.032904643149044115,0.11963472234160082,0.3458825267942872,0.3064642806652437,30.646428066524372,3.7620487500098534,B_parameter_matched
0,ResDyNet,51,0.004448825570458361,0.0219670937310404,0.1482130012213517,0.1313220162507748,13.13220162507748,3.8310875830065925,B_parameter_matched
0,Plain,51,0.046077816330948214,0.10299387122954298,0.3209265823043379,0.284352421915632,28.435242191563198,3.834377749997657,B_parameter_matched
0,ResDyNet,52,0.004696533943397372,0.023552544265979556,0.15346838197485355,0.13597847142696184,13.597847142696185,3.9031029580219183,B_parameter_matched
0,Plain,52,0.04523071059655028,0.05747687337087823,0.23974334896067134,0.21242117566466837,21.24211756646684,3.9062562080216594,B_parameter_matched
0,ResDyNet,53,0.004541409201313009,0.021004799842836663,0.14493032754684804,0.12841345005161023,12.841345005161022,3.974908125004731,B_parameter_matched
0,Plain,53,0.0376624691084644,0.04989952996520815,0.22338202695205392,0.1979244596074114,19.79244596074114,3.978101000015158,B_parameter_matched
0,ResDyNet,54,0.004759336114727171,0.019735980201527538,0.1404848041658867,0.12447455745199326,12.447455745199326,4.050485250016209,B_parameter_matched
0,Plain,54,0.03539323417772224,0.06152985405365234,0.24805211963144425,0.21978304343645472,21.978304343645473,4.05526533300872,B_parameter_matched
0,ResDyNet,55,0.004212019913204867,0.02065588537135049,0.14372155499906927,0.12734243437245382,12.734243437245382,4.125374333001673,B_parameter_matched
0,Plain,55,0.041016695858296155,0.06396303912086862,0.25290915191204255,0.22408654762857805,22.408654762857804,4.128549833025318,B_parameter_matched
0,ResDyNet,56,0.00466228915339662,0.02050686884237272,0.14320219566184283,0.12688226343764236,12.688226343764237,4.199030667019542,B_parameter_matched
0,Plain,56,0.03851985122506705,0.09711610757804776,0.3116345737848221,0.2761193702687,27.61193702687,4.202244750020327,B_parameter_matched
0,ResDyNet,57,0.0036280143141178118,0.022997832370677315,0.15165036225039924,0.13436764097462886,13.436764097462886,4.271671958005754,B_parameter_matched
