training_horizon,seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,val_nrmse_percent,wall_time_sec
10,0,ResDyNet,0,1.2605666480531275,1.242286672048756,1.114579145708709,1.1301144209515115,113.01144209515115,0.055472791980719194
10,0,Plain,0,1.0097429367086606,0.9755414478352247,0.9876950176219503,1.0014617510242203,100.14617510242203,0.11088745898450725
10,0,ResDyNet,1,0.13494321108978205,0.006552562323362752,0.08094789881993697,0.08207617032343315,8.207617032343315,1.1480596249748487
10,0,Plain,1,0.4074307708221207,0.05605638396266526,0.23676229421651004,0.24006234466329288,24.00623446632929,1.206301458994858
