training_horizon,seed,model,prediction_step,rmse,nrmse,nrmse_percent
10,0,ResDyNet,78,0.06111584470841184,0.062182614042328374,6.218261404232837
10,0,ResDyNet,79,0.061119338061570126,0.06218324771047258,6.218324771047258
10,0,ResDyNet,80,0.06111987923704616,0.06217983631308522,6.217983631308521
10,0,ResDyNet,81,0.06112346778817215,0.062178708329969384,6.2178708329969385
10,0,ResDyNet,82,0.061128141347317984,0.06217635690543024,6.217635690543024
10,0,ResDyNet,83,0.06112284952852813,0.062158252861044476,6.215825286104448
10,0,ResDyNet,84,0.06112261983103573,0.062138954178133435,6.213895417813344
10,0,ResDyNet,85,0.061122874940937495,0.06211563086980231,6.211563086980231
10,0,ResDyNet,86,0.06111854457594084,0.062085582876634626,6.208558287663462
10,0,ResDyNet,87,0.06111152412670221,0.062064712661216825,6.2064712661216825
10,0,ResDyNet,88,0.0611224367737133,0.06207638843511928,6.207638843511928
10,0,ResDyNet,89,0.06112931800044509,0.0620901598715314,6.2090159871531405
10,0,ResDyNet,90,0.06113352324671499,0.06210070875281792,6.210070875281792
10,0,ResDyNet,91,0.061132875931880715,0.06210154930555541,6.210154930555541
10,0,ResDyNet,92,0.0611198386631905,0.062084248911807055,6.208424891180705
10,0,ResDyNet,93,0.061109743260169616,0.062067173263889025,6.206717326388903
10,0,ResDyNet,94,0.061113664052224376,0.062063747131732516,6.206374713173251
10,0,ResDyNet,95,0.06112730362878272,0.062070616680571636,6.207061668057164
10,0,ResDyNet,96,0.061159093358678904,0.06209668753242264,6.209668753242264
10,0,ResDyNet,97,0.06119738180912041,0.06213145322099043,6.2131453220990425
10,0,ResDyNet,98,0.06123830098083406,0.06217188338709705,6.217188338709705
10,0,ResDyNet,99,0.061274563416215885,0.062210996336840414,6.221099633684041
10,0,ResDyNet,100,0.061303181960316075,0.06224670736752629,6.224670736752629
10,0,Plain,1,0.1587122298327855,0.1614352017269845,16.14352017269845
10,0,Plain,2,0.19392347484412953,0.1973592062137848,19.73592062137848
10,0,Plain,3,0.20777326600508286,0.21156577290186832,21.15657729018683
10,0,Plain,4,0.2227164450674471,0.2268624788287704,22.68624788287704
10,0,Plain,5,0.23523339739593685,0.23965936321027603,23.965936321027602
10,0,Plain,6,0.24798056138259747,0.25266411286146107,25.266411286146106
10,0,Plain,7,0.2551740240074168,0.25999033887266554,25.999033887266556
10,0,Plain,8,0.25915802220630996,0.2640390646954036,26.403906469540363
10,0,Plain,9,0.26152646497334314,0.26644306097297704,26.644306097297704
10,0,Plain,10,0.2631736467031354,0.2681180622959016,26.811806229590164
10,0,Plain,11,0.2643063087055651,0.2692771300893729,26.92771300893729
10,0,Plain,12,0.26494523144430765,0.2699509777019832,26.995097770198317
10,0,Plain,13,0.26524362371557275,0.27029571887411485,27.029571887411482
10,0,Plain,14,0.2655379112896147,0.27064417216781234,27.064417216781234
10,0,Plain,15,0.26589995557484886,0.27105980179325356,27.105980179325357
10,0,Plain,16,0.2663526626401909,0.27155829248917435,27.155829248917435
10,0,Plain,17,0.2668463134920646,0.2720932869444047,27.209328694440472
10,0,Plain,18,0.2672975761023473,0.2725878901375847,27.25878901375847
10,0,Plain,19,0.2676635916094531,0.27299900826387224,27.29990082638722
10,0,Plain,20,0.26793184297574396,0.27331221859751387,27.331221859751384
10,0,Plain,21,0.2681121047286098,0.2735351751957059,27.35351751957059
10,0,Plain,22,0.26821527426691955,0.2736750670187137,27.36750670187137
10,0,Plain,23,0.26832588163069093,0.2738475447356758,27.384754473567583
10,0,Plain,24,0.2683834949366796,0.27404232965124775,27.404232965124777
10,0,Plain,25,0.2682578273699527,0.27412256885166125,27.412256885166126
10,0,Plain,26,0.26796474751453625,0.2740809632000638,27.408096320006383
10,0,Plain,27,0.2678016663023784,0.2741932377518145,27.419323775181446
10,0,Plain,28,0.2677161733398532,0.27429310922563493,27.429310922563488
10,0,Plain,29,0.26776056855542707,0.2744417629476313,27.44417629476313
10,0,Plain,30,0.26786429998272093,0.27459117007191036,27.45911700719104
10,0,Plain,31,0.26802888353627013,0.2747611859871625,27.47611859871625
10,0,Plain,32,0.26813310455113776,0.27482870975590334,27.48287097559033
10,0,Plain,33,0.26824223513991896,0.2748681475936659,27.486814759366588
10,0,Plain,34,0.2683873537537658,0.2749208061936259,27.49208061936259
10,0,Plain,35,0.26860464745394463,0.27502323827538316,27.502323827538312
10,0,Plain,36,0.2688755049001362,0.275153650968217,27.515365096821697
10,0,Plain,37,0.2692988993875411,0.27542058715300893,27.542058715300893
10,0,Plain,38,0.26976283625285485,0.2756701713312107,27.56701713312107
10,0,Plain,39,0.2702951329338222,0.2759232620425657,27.592326204256572
10,0,Plain,40,0.27088054928568095,0.27619060732333256,27.619060732333256
10,0,Plain,41,0.2713943050945614,0.2763726517538978,27.63726517538978
10,0,Plain,42,0.2720197548013073,0.27670290728837094,27.670290728837095
10,0,Plain,43,0.2725754353873391,0.27703332970089106,27.703332970089104
10,0,Plain,44,0.2729584462738781,0.2772573897300202,27.725738973002017
10,0,Plain,45,0.27319482513903864,0.2773878603907431,27.73878603907431
10,0,Plain,46,0.2733242176984577,0.2774507773163391,27.745077731633913
10,0,Plain,47,0.2735601158177448,0.27768553776972055,27.76855377697206
10,0,Plain,48,0.2735856144590768,0.2777369304560312,27.77369304560312
10,0,Plain,49,0.2735326249423889,0.27766186489133377,27.76618648913338
10,0,Plain,50,0.27351425529148343,0.2775368279759693,27.75368279759693
10,0,Plain,51,0.27351492992932336,0.2773368162289741,27.73368162289741
10,0,Plain,52,0.2735800734201078,0.2772232420714195,27.722324207141952
10,0,Plain,53,0.2736092976637973,0.2771298345219133,27.712983452191335
10,0,Plain,54,0.2736006245577065,0.2770461923992493,27.70461923992493
10,0,Plain,55,0.27357427021064307,0.2769799309099078,27.69799309099078
10,0,Plain,56,0.2735467348166921,0.2769368496930392,27.693684969303924
10,0,Plain,57,0.27352369989815706,0.2769173892610104,27.691738926101042
10,0,Plain,58,0.2734823963264323,0.27689520676594104,27.689520676594103
10,0,Plain,59,0.273448168710492,0.2768920691898266,27.689206918982663
10,0,Plain,60,0.2734286092493121,0.2769103061960907,27.69103061960907
10,0,Plain,61,0.27341615657292256,0.2769370990871014,27.69370990871014
10,0,Plain,62,0.2734554295211387,0.27701884974908036,27.701884974908033
10,0,Plain,63,0.2735151384771577,0.27713944873113144,27.713944873113146
10,0,Plain,64,0.27357561479380577,0.27729077879284614,27.729077879284617
10,0,Plain,65,0.2736159850852558,0.27745235942281465,27.745235942281468
10,0,Plain,66,0.27363537831854584,0.27761981963612425,27.76198196361242
10,0,Plain,67,0.2736229757804391,0.2777743118307462,27.77743118307462
10,0,Plain,68,0.27358627172510663,0.2778905632740196,27.78905632740196
10,0,Plain,69,0.2735629496639205,0.2779906207474819,27.799062074748193
10,0,Plain,70,0.27355383631610425,0.2780768139092675,27.80768139092675
10,0,Plain,71,0.2735505602990693,0.2781449021420988,27.81449021420988
10,0,Plain,72,0.273575966348051,0.27823450332323646,27.823450332323645
10,0,Plain,73,0.27360933966252765,0.2783233652971517,27.83233652971517
10,0,Plain,74,0.2736370174382896,0.27839012209084696,27.839012209084693
10,0,Plain,75,0.27365259979552004,0.2784287803245845,27.84287803245845
10,0,Plain,76,0.2736544892739001,0.2784399939235733,27.843999392357336
10,0,Plain,77,0.27364742605055703,0.2784316267080867,27.84316267080867
10,0,Plain,78,0.27356806648191656,0.2783431624566856,27.834316245668564
10,0,Plain,79,0.2734520819972804,0.2782120862410485,27.82120862410485
10,0,Plain,80,0.2733317323180153,0.2780719233555801,27.807192335558014
10,0,Plain,81,0.2732113513218076,0.27792809441290833,27.792809441290835
10,0,Plain,82,0.2730981385104056,0.27778118156338505,27.778118156338504
10,0,Plain,83,0.2730847925432967,0.2777107696768872,27.77107696768872
10,0,Plain,84,0.27307855084214094,0.27761924480198347,27.761924480198346
10,0,Plain,85,0.2730723144743465,0.2775075469378915,27.750754693789148
10,0,Plain,86,0.2730655715472792,0.2773861074520397,27.73861074520397
10,0,Plain,87,0.2731188690652286,0.2773788474943842,27.737884749438418
10,0,Plain,88,0.2731052832848808,0.27736769906016956,27.736769906016956
10,0,Plain,89,0.2730320781055451,0.27732364656033476,27.732364656033475
10,0,Plain,90,0.2729457908936564,0.27726403068884653,27.726403068884654
10,0,Plain,91,0.2728799843172017,0.2772038701312992,27.72038701312992
10,0,Plain,92,0.27282791643939436,0.2771328695360935,27.71328695360935
10,0,Plain,93,0.2728433898409042,0.2771181328493642,27.71181328493642
10,0,Plain,94,0.2728823298482127,0.277124603459299,27.7124603459299
10,0,Plain,95,0.2729202425631616,0.2771319321294261,27.713193212942613
10,0,Plain,96,0.2729350673723466,0.2771192747391543,27.71192747391543
10,0,Plain,97,0.27297716326123145,0.2771436840625787,27.71436840625787
10,0,Plain,98,0.273049024830693,0.277211677313638,27.721167731363796
10,0,Plain,99,0.27310088035648183,0.2772745641945893,27.72745641945893
10,0,Plain,100,0.2731435194202739,0.2773475075681432,27.734750756814318
