training_horizon,resdynet_best_val_nrmse_percent_mean,resdynet_best_val_nrmse_percent_std,plain_best_val_nrmse_percent_mean,plain_best_val_nrmse_percent_std,delta_best_val_nrmse_percent_mean,delta_best_val_nrmse_percent_std,resdynet_test_nrmse_percent_mean,resdynet_test_nrmse_percent_std,plain_test_nrmse_percent_mean,plain_test_nrmse_percent_std,delta_test_nrmse_percent_mean,delta_test_nrmse_percent_std
10,8.207617032343315,0.0,24.00623446632929,0.0,15.798617433985974,0.0,7.949434510379345,0.0,23.82417640798842,0.0,15.874741897609077,0.0
