training_horizon,model,num_seeds,total_parameters,best_val_nrmse_percent_mean,best_val_nrmse_percent_std,best_epoch_mean,best_epoch_std,test_nrmse_percent_mean,test_nrmse_percent_std
10,ResDyNet,1,18991,8.207617032343315,0.0,1.0,0.0,7.949434510379345,0.0
10,Plain,1,18822,24.00623446632929,0.0,1.0,0.0,23.82417640798842,0.0
