seed,best_epoch,train_rmse,train_nrmse,val_rmse,val_nrmse,test_rmse,test_nrmse,eig_A_f,eig_A_true,matched_eig_mean_abs_error,spectral_radius_A_f,A_f_stable,fro_Af_minus_Atrue_coordinate_dependent,T_cond,affine_calibration_nrmse,affine_test_nrmse,similarity_A_error,similarity_B_error
0,0,9.624378854110804,1.017894022795132,4.734335061414943,1.0050244841129263,9.070602861733983,1.0065718685926415,-0.02372+0.123329j; -0.02372-0.123329j; +0.0266687+0j,+0.7+0j; +0.5+0j; +0.3+0j,0.5192645316839485,0.12558961108934644,True,1.616778150877718,290.9229984704117,0.5765778879527722,0.6615062197648313,39.47828137458522,0.8762880168663244
