order,validation_rmse,validation_nrmse,validation_open_loop_rmse,validation_open_loop_nrmse,spectral_radius,stable,observability_rank,controllability_rank,eigenvalues
2,0.014268516371990388,0.0667952361878823,0.2552960274496558,1.1951178389368238,0.99934017948798,True,2,2,0.99934018+0j;0.81757117+0j
3,0.006638652822835349,0.03107753964813809,0.17320981782972747,0.8108474904025927,0.9967711711952224,True,3,3,0.10368396+0j;0.99677117+0j;0.95950583+0j
