controller,tracking_rmse,accumulated_tracking_error,accumulated_mpc_cost,max_abs_tracking_error,actuator_constraint_violations,avg_qp_solve_time_sec,max_qp_solve_time_sec
linear_mpc,0.05684569201159093,0.016157163501383263,0.7814538023078081,0.09000000000000002,0,0.008575641812058166,0.019570958014810458
resdynet_ltv_mpc,0.056651478871213565,0.016046950291477784,0.9084113961876358,0.09000000000000002,0,0.005874033592408523,0.00597320799715817
