seed,method,best_val_nrmse,final_val_nrmse,final_test_nrmse
0,ResDyNet-Random,1.125485914878678,1.125485914878678,1.1555478169209903
0,ResDyNet-LinearInit,0.5333675132383429,1.6063833383610389,1.143697159358421
