seed,method,epoch,updates,wall_time_sec,val_nrmse
1,ResDyNet-LinearInit,14,168,3.833262458007084,0.32857725330748916
1,ResDyNet-LinearInit,15,180,4.1054259999946225,0.36020799928336644
1,ResDyNet-LinearInit,16,192,4.3761071669869125,0.3280947062804061
1,ResDyNet-LinearInit,17,204,4.64738229199429,0.28133161801067397
1,ResDyNet-LinearInit,18,216,4.9193778749904595,0.30313285782521676
1,ResDyNet-LinearInit,19,228,5.19149812500109,0.2815643756855249
1,ResDyNet-LinearInit,20,240,5.46343762500328,0.31688915450207855
1,ResDyNet-LinearInit,21,252,5.736143082991475,0.3418264602018323
1,ResDyNet-LinearInit,22,264,6.009420124988537,0.32391327160282796
1,ResDyNet-LinearInit,23,276,6.2826583750138525,0.2932790503608135
1,ResDyNet-LinearInit,24,288,6.555034999997588,0.2976612304417585
1,ResDyNet-LinearInit,25,300,6.827345792000415,0.3064648489909537
1,ResDyNet-LinearInit,26,312,7.099220750009408,0.3061308588103457
1,ResDyNet-LinearInit,27,324,7.37090370801161,0.36693318128565194
1,ResDyNet-LinearInit,28,336,7.64346745799412,0.27950003605926393
1,ResDyNet-LinearInit,29,348,7.915670416987268,0.21615442899221557
1,ResDyNet-LinearInit,30,360,8.18834845800302,0.2840625421256588
1,ResDyNet-LinearInit,31,372,8.459798583004158,0.3321261423399358
1,ResDyNet-LinearInit,32,384,8.730813292000676,0.24045568333638626
1,ResDyNet-LinearInit,33,396,9.00183495800593,0.3400662361099955
1,ResDyNet-LinearInit,34,408,9.27342966699507,0.2840899615057818
1,ResDyNet-LinearInit,35,420,9.54689379199408,0.25022635831369094
1,ResDyNet-LinearInit,36,432,9.820479249989148,0.25221727629985763
1,ResDyNet-LinearInit,37,444,10.094499291997636,0.29019984110221964
1,ResDyNet-LinearInit,38,456,10.36778558298829,0.2174196789658938
1,ResDyNet-LinearInit,39,468,10.640499291999731,0.26865909686388195
1,ResDyNet-LinearInit,40,480,10.912470082985237,0.25270378118397463
1,ResDyNet-LinearInit,41,492,11.186281417001737,0.21256408402984503
1,ResDyNet-LinearInit,42,504,11.457434749987442,0.2276940843558875
1,ResDyNet-LinearInit,43,516,11.72854991699569,0.275350757350271
1,ResDyNet-LinearInit,44,528,12.00235066699679,0.2672427800692865
1,ResDyNet-LinearInit,45,540,12.274166166986106,0.3748120833176489
1,ResDyNet-LinearInit,46,552,12.545048917003442,0.24530193824237456
1,ResDyNet-LinearInit,47,564,12.817726750014117,0.22728286677553983
1,ResDyNet-LinearInit,48,576,13.090242125006625,0.22683326923837488
1,ResDyNet-LinearInit,49,588,13.36302112499834,0.30267789054501515
1,ResDyNet-LinearInit,50,600,13.636932041990804,0.2912813611591811
1,ResDyNet-LinearInit,51,612,13.909534042002633,0.2648485583281178
1,ResDyNet-LinearInit,52,624,14.185382625000784,0.24487500558389852
1,ResDyNet-LinearInit,53,636,14.457680291990982,0.24770616978569956
1,ResDyNet-LinearInit,54,648,14.72861562500475,0.23827565417220842
1,ResDyNet-LinearInit,55,660,15.002179208007874,0.22215220621907028
1,ResDyNet-LinearInit,56,672,15.274167833005777,0.24085098203726252
1,ResDyNet-LinearInit,57,684,15.544226375001017,0.2554121930868981
1,ResDyNet-LinearInit,58,696,15.816906416992424,0.26241835615462156
1,ResDyNet-LinearInit,59,708,16.089023083011853,0.2453323104399578
1,ResDyNet-LinearInit,60,720,16.35982066701399,0.22713322354622367
2,ResDyNet-Random,0,0,0.0,1.1287392315998415
2,ResDyNet-Random,1,12,0.30603520799195394,1.190461958030028
2,ResDyNet-Random,2,24,0.6105022080009803,1.1397408219719605
2,ResDyNet-Random,3,36,0.88697358299396,1.0228557957755806
2,ResDyNet-Random,4,48,1.1612147909763735,0.937473261344953
2,ResDyNet-Random,5,60,1.4350133329862729,0.8837022160605512
2,ResDyNet-Random,6,72,1.7100592499773484,0.821764889971134
2,ResDyNet-Random,7,84,1.9828554159903433,0.9152889908424832
2,ResDyNet-Random,8,96,2.2541325829806738,0.8337242174459976
2,ResDyNet-Random,9,108,2.525944041000912,0.6655527749336947
2,ResDyNet-Random,10,120,2.798080790991662,0.38541439771560393
2,ResDyNet-Random,11,132,3.0690966659749392,0.4677703713275577
2,ResDyNet-Random,12,144,3.341214124986436,0.4572899149594101
2,ResDyNet-Random,13,156,3.613870165980188,0.5356988987051959
2,ResDyNet-Random,14,168,3.8859340409981087,0.4681056426667352
2,ResDyNet-Random,15,180,4.157729207974626,0.4886058828992544
2,ResDyNet-Random,16,192,4.429409707983723,0.5086268373401146
2,ResDyNet-Random,17,204,4.701864040980581,0.5464075132468229
2,ResDyNet-Random,18,216,4.975532290991396,0.5296419822059197
2,ResDyNet-Random,19,228,5.249287624988938,0.406924170581251
2,ResDyNet-Random,20,240,5.523003040987533,0.35989634601732945
2,ResDyNet-Random,21,252,5.797248999995645,0.42195387220740604
2,ResDyNet-Random,22,264,6.070297624974046,0.5186779954246392
2,ResDyNet-Random,23,276,6.342022582975915,0.44824641184947167
2,ResDyNet-Random,24,288,6.61496566599817,0.4160639568762924
2,ResDyNet-Random,25,300,6.886915249982849,0.5103800532023693
2,ResDyNet-Random,26,312,7.159453624975868,0.5061904453623829
2,ResDyNet-Random,27,324,7.430717749986798,0.46558258628548993
2,ResDyNet-Random,28,336,7.703175749978982,0.4576793357987078
2,ResDyNet-Random,29,348,7.974962582986336,0.4735766634499498
2,ResDyNet-Random,30,360,8.247487499989802,0.42423298967780887
2,ResDyNet-Random,31,372,8.51942358299857,0.395043932564706
2,ResDyNet-Random,32,384,8.791309707972687,0.3967095801250348
2,ResDyNet-Random,33,396,9.068242957990151,0.37963442729117924
2,ResDyNet-Random,34,408,9.345699332974618,0.3006589093991608
2,ResDyNet-Random,35,420,9.621748082980048,0.24383062242628645
2,ResDyNet-Random,36,432,9.899762082990492,0.27052979626093454
2,ResDyNet-Random,37,444,10.178066874999786,0.28940717700338253
2,ResDyNet-Random,38,456,10.46565295799519,0.29841315118397144
2,ResDyNet-Random,39,468,10.744401624979218,0.2415445961976215
2,ResDyNet-Random,40,480,11.02166445797775,0.28559668130176497
2,ResDyNet-Random,41,492,11.297840082988841,0.25163339164204185
2,ResDyNet-Random,42,504,11.57091541599948,0.35314584708376867
2,ResDyNet-Random,43,516,11.876773249998223,0.22937804927157762
2,ResDyNet-Random,44,528,12.235965790983755,0.3580201963551137
2,ResDyNet-Random,45,540,12.507543249987066,0.2268206152808347
2,ResDyNet-Random,46,552,12.801019999984419,0.2590908902082206
2,ResDyNet-Random,47,564,13.078714665985899,0.260135305686982
2,ResDyNet-Random,48,576,13.347117082972545,0.27158841408333884
2,ResDyNet-Random,49,588,13.616713457973674,0.27254849808554027
2,ResDyNet-Random,50,600,13.883239874994615,0.27595200610791265
2,ResDyNet-Random,51,612,14.150171499990392,0.2279549897657171
2,ResDyNet-Random,52,624,14.417334624973591,0.2506085298738162
2,ResDyNet-Random,53,636,14.704811999981757,0.2503807088155567
2,ResDyNet-Random,54,648,14.971449124976061,0.400891651376304
2,ResDyNet-Random,55,660,15.254451457993127,0.24198980006099813
2,ResDyNet-Random,56,672,15.524193457997171,0.3539605502804144
2,ResDyNet-Random,57,684,15.7931250409747,0.269221084707791
2,ResDyNet-Random,58,696,16.063472540990915,0.361985394341454
2,ResDyNet-Random,59,708,16.33120258298004,0.3030021678435827
2,ResDyNet-Random,60,720,16.5986272500013,0.2614590017631167
2,ResDyNet-LinearInit,0,0,0.0,0.5877139302058413
2,ResDyNet-LinearInit,1,12,0.3062806669913698,1.0311670202784202
2,ResDyNet-LinearInit,2,24,0.5854894579970278,0.6436608497661936
2,ResDyNet-LinearInit,3,36,0.8568168749916367,0.4083156890230184
2,ResDyNet-LinearInit,4,48,1.12511533300858,0.4538355025079963
2,ResDyNet-LinearInit,5,60,1.3918260420032311,0.471957274515983
2,ResDyNet-LinearInit,6,72,1.6645685420080554,0.2711871712424281
2,ResDyNet-LinearInit,7,84,1.9327027079998516,0.35007150678781385
2,ResDyNet-LinearInit,8,96,2.200846541993087,0.29929753943814885
2,ResDyNet-LinearInit,9,108,2.467223624989856,0.22280758042547424
2,ResDyNet-LinearInit,10,120,2.7618774579896126,0.25990618790326675
2,ResDyNet-LinearInit,11,132,3.062722707982175,0.3199298649797187
2,ResDyNet-LinearInit,12,144,3.33385745799751,0.3909380916385757
2,ResDyNet-LinearInit,13,156,3.599553125008242,0.23345327712415212
2,ResDyNet-LinearInit,14,168,3.8918710419966374,0.2323755997977851
2,ResDyNet-LinearInit,15,180,4.16339479200542,0.2010093037313049
2,ResDyNet-LinearInit,16,192,4.467129583004862,0.21998803327104866
2,ResDyNet-LinearInit,17,204,4.741133000003174,0.2998058164081025
2,ResDyNet-LinearInit,18,216,5.020834958006162,0.2526160237809302
2,ResDyNet-LinearInit,19,228,5.301162582996767,0.3093655576084615
2,ResDyNet-LinearInit,20,240,5.591520666988799,0.25992121974368326
2,ResDyNet-LinearInit,21,252,5.871961791999638,0.2607488563628482
2,ResDyNet-LinearInit,22,264,6.15703787500388,0.2557454894679817
2,ResDyNet-LinearInit,23,276,6.435136624990264,0.238185980540585
2,ResDyNet-LinearInit,24,288,6.734328332997393,0.2626319537563822
2,ResDyNet-LinearInit,25,300,7.005130957986694,0.24545090835996988
2,ResDyNet-LinearInit,26,312,7.270001124998089,0.2798067017874535
2,ResDyNet-LinearInit,27,324,7.536167291982565,0.24885125718891615
2,ResDyNet-LinearInit,28,336,7.804286333004711,0.2579968776671503
2,ResDyNet-LinearInit,29,348,8.07673583299038,0.23567291788824174
2,ResDyNet-LinearInit,30,360,8.361257207987364,0.2571261976842851
2,ResDyNet-LinearInit,31,372,8.639314792002551,0.2830311625393171
2,ResDyNet-LinearInit,32,384,8.91002995800227,0.33407835647336204
2,ResDyNet-LinearInit,33,396,9.205798791983398,0.2662891233590843
2,ResDyNet-LinearInit,34,408,9.474693541997112,0.22784483469852085
2,ResDyNet-LinearInit,35,420,9.75980395800434,0.2866314497068154
2,ResDyNet-LinearInit,36,432,10.03358649997972,0.31830776462455496
2,ResDyNet-LinearInit,37,444,10.313889582990669,0.25899444825982587
2,ResDyNet-LinearInit,38,456,10.588076916988939,0.31326362646808054
2,ResDyNet-LinearInit,39,468,10.87285379198147,0.2544108265816831
2,ResDyNet-LinearInit,40,480,11.13936949998606,0.26375297345588
2,ResDyNet-LinearInit,41,492,11.406268666993128,0.2339314848099565
2,ResDyNet-LinearInit,42,504,11.672823667002376,0.24372681423422132
2,ResDyNet-LinearInit,43,516,11.968226083001355,0.19753551263813496
2,ResDyNet-LinearInit,44,528,12.236744124995312,0.2107134639455767
2,ResDyNet-LinearInit,45,540,12.505320124997525,0.20136635154087149
2,ResDyNet-LinearInit,46,552,12.773971457994776,0.20304047991079813
2,ResDyNet-LinearInit,47,564,13.041867041989462,0.20672883819468366
2,ResDyNet-LinearInit,48,576,13.30845887499163,0.2364700692698094
2,ResDyNet-LinearInit,49,588,13.598306625004625,0.21010336904408278
2,ResDyNet-LinearInit,50,600,13.868422583007487,0.280778345518809
2,ResDyNet-LinearInit,51,612,14.13558041700162,0.27809290341591025
2,ResDyNet-LinearInit,52,624,14.404272957996,0.21533505041750833
2,ResDyNet-LinearInit,53,636,14.673048917000415,0.2327551921261105
2,ResDyNet-LinearInit,54,648,14.945395124988863,0.23216627026368988
2,ResDyNet-LinearInit,55,660,15.215086416981649,0.29099869193297273
2,ResDyNet-LinearInit,56,672,15.520456375001231,0.3158527881368517
2,ResDyNet-LinearInit,57,684,15.80380837499979,0.257020303858716
2,ResDyNet-LinearInit,58,696,16.069599999987986,0.2653719237706821
2,ResDyNet-LinearInit,59,708,16.372107208007947,0.2099893998042161
2,ResDyNet-LinearInit,60,720,16.643595250003273,0.24999586695774895
3,ResDyNet-Random,0,0,0.0,1.2985007202000802
3,ResDyNet-Random,1,12,0.2713822919758968,1.3897920313807102
3,ResDyNet-Random,2,24,0.5395170419942588,1.0293810334940205
3,ResDyNet-Random,3,36,0.8079818329715636,0.9381993372692332
3,ResDyNet-Random,4,48,1.1091144169913605,0.8395033724338076
3,ResDyNet-Random,5,60,1.3808457919803914,0.6963942022377265
3,ResDyNet-Random,6,72,1.656551166990539,0.5129923279379679
3,ResDyNet-Random,7,84,1.9242986249737442,0.6502176551502258
3,ResDyNet-Random,8,96,2.189929874992231,0.5983126989284939
3,ResDyNet-Random,9,108,2.4550148329872172,0.4943353721087451
3,ResDyNet-Random,10,120,2.7481999999727122,0.5224688586668288
3,ResDyNet-Random,11,132,3.0296322499925736,0.5334625407508119
3,ResDyNet-Random,12,144,3.337293291988317,0.47971230350981786
3,ResDyNet-Random,13,156,3.6745615829713643,0.43258164224310997
3,ResDyNet-Random,14,168,3.9735632079828065,0.4035175136690061
3,ResDyNet-Random,15,180,4.246007457986707,0.44796516979624795
3,ResDyNet-Random,16,192,4.513644791994011,0.49334031710700527
3,ResDyNet-Random,17,204,4.782058874989161,0.4611595118279683
3,ResDyNet-Random,18,216,5.049216707993764,0.48222612429171235
3,ResDyNet-Random,19,228,5.316508249990875,0.35150433091017436
3,ResDyNet-Random,20,240,5.583230707998155,0.4102444782492564
3,ResDyNet-Random,21,252,5.8495523749734275,0.4155317802247153
3,ResDyNet-Random,22,264,6.11474566697143,0.5045433867028907
3,ResDyNet-Random,23,276,6.379673624993302,0.4519472301455672
3,ResDyNet-Random,24,288,6.646286249975674,0.45723693529181303
3,ResDyNet-Random,25,300,6.914013416972011,0.45793636847109265
3,ResDyNet-Random,26,312,7.18099454199546,0.4117834527086752
3,ResDyNet-Random,27,324,7.458559874998173,0.4340057913452151
3,ResDyNet-Random,28,336,7.725701957999263,0.43340347029462045
3,ResDyNet-Random,29,348,7.991596957988804,0.44225782162204236
3,ResDyNet-Random,30,360,8.254736207978567,0.42350739973502555
3,ResDyNet-Random,31,372,8.519454749999568,0.4128401909671535
3,ResDyNet-Random,32,384,8.786353999981657,0.43662009511015926
3,ResDyNet-Random,33,396,9.057696457981365,0.43053979313281876
3,ResDyNet-Random,34,408,9.325471499993,0.4619872433736036
3,ResDyNet-Random,35,420,9.59156829197309,0.46174744517970573
3,ResDyNet-Random,36,432,9.906843749980908,0.452850919417119
3,ResDyNet-Random,37,444,10.195544291986153,0.4326992798987737
3,ResDyNet-Random,38,456,10.461084332986502,0.43518122086513117
