model,num_seeds,total_parameters,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_val_nrmse_percent_mean,best_val_nrmse_percent_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,final_val_nrmse_percent_mean,final_val_nrmse_percent_std,test_nrmse_mean,test_nrmse_std,test_nrmse_percent_mean,test_nrmse_percent_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std,comparison
ResDyNet,5,21513,21513,0.010111223179234316,0.000814717255653375,1.0111223179234314,0.08147172556533748,46.6,2.073644135332772,0.015459346019138015,0.005369634688421525,1.5459346019138016,0.5369634688421524,0.00926496003123732,0.0006205777830468231,0.9264960031237319,0.062057778304682336,2.7234098766718526,0.2611381255790056,A_same_width
Plain,5,21272,21272,0.05597026352912238,0.007542732825556402,5.597026352912238,0.7542732825556404,36.4,11.545561917897285,0.11794783189419192,0.05407815545769982,11.794783189419194,5.4078155457699815,0.0583117586432349,0.008079308475997303,5.831175864323489,0.8079308475997301,2.7234098766718526,0.2611381255790056,A_same_width
