controller,tracking_rmse,accumulated_mpc_cost,input_constraint_violations,avg_qp_solve_time_sec,max_qp_solve_time_sec,checkpoint_epoch,checkpoint_val_output_nrmse
linear,0.12361621574797381,239.92479859976763,0,0.038748368321103045,0.08283525001024827,38,1.4885858620397736e-05
resdynet_ltv,0.1236135228345313,240.1489646498361,0,0.03880326017129442,0.05566233300487511,38,1.4885858620397736e-05
