seed,method,epoch,updates,wall_time_sec,val_nrmse
0,ResDyNet-Random,0,0,0.0,1.1263934497160195
0,ResDyNet-Random,1,12,0.29181308299303055,1.26481744210778
0,ResDyNet-Random,2,24,0.570760375005193,1.0200025828587884
0,ResDyNet-Random,3,36,0.8526373750064522,1.0246222274261758
0,ResDyNet-Random,4,48,1.1320185420045163,1.0247098621695003
0,ResDyNet-Random,5,60,1.410532542009605,1.0288804925225814
0,ResDyNet-Random,6,72,1.6889222500030883,1.0089509534000443
0,ResDyNet-Random,7,84,1.9664091670128983,0.9216596066903707
0,ResDyNet-Random,8,96,2.2453276670130435,0.8472294106467899
0,ResDyNet-Random,9,108,2.521159958007047,0.5348542873805526
0,ResDyNet-Random,10,120,2.7974993329844438,0.7535999402300775
0,ResDyNet-LinearInit,0,0,0.0,0.5877139302058413
0,ResDyNet-LinearInit,1,12,0.2769298329949379,0.7262141413251305
0,ResDyNet-LinearInit,2,24,0.5530733749910723,0.6947908937834414
0,ResDyNet-LinearInit,3,36,0.8326237500004936,0.5061411769201212
0,ResDyNet-LinearInit,4,48,1.1112117499869782,0.47891214156642953
0,ResDyNet-LinearInit,5,60,1.3898278329870664,0.3269228716129263
0,ResDyNet-LinearInit,6,72,1.682502999989083,0.48660009887080247
0,ResDyNet-LinearInit,7,84,1.9614199159841519,0.31632361047559643
0,ResDyNet-LinearInit,8,96,2.2540912499825936,0.37035068522868947
0,ResDyNet-LinearInit,9,108,2.530831624986604,0.37404476837432704
0,ResDyNet-LinearInit,10,120,2.80750166598591,0.42247677536908806
