model,num_seeds,total_parameters,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_val_nrmse_percent_mean,best_val_nrmse_percent_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,final_val_nrmse_percent_mean,final_val_nrmse_percent_std,test_nrmse_mean,test_nrmse_std,test_nrmse_percent_mean,test_nrmse_percent_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std,comparison
ResDyNet,1,18991,18991,0.8454236956882739,0.0,84.5423695688274,0.0,2.0,0.0,0.8454236956882739,0.0,84.5423695688274,0.0,0.6690467407935166,0.0,66.90467407935165,0.0,0.09560225000313949,0.0,A_same_width
Plain,1,18822,18822,1.2717074323595206,0.0,127.17074323595206,0.0,2.0,0.0,1.2717074323595206,0.0,127.17074323595206,0.0,1.000175704060124,0.0,100.0175704060124,0.0,0.09560225000313949,0.0,A_same_width
