controller,tracking_rmse,accumulated_mpc_cost,input_constraint_violations,output_constraint_violations,state_projection_count,avg_qp_solve_time_sec,max_qp_solve_time_sec,checkpoint_epoch,checkpoint_val_nrmse
linear,0.5964856819652327,44.99477415123541,0,0,0,0.01137693067236493,0.015111332992091775,0,0.5877139302058413
resdynet_ltv,0.5964856819652327,44.9947741512354,0,0,0,0.00964056933298707,0.009719583002151921,0,0.5877139302058413
