epoch,val_output_nrmse,wall_time_sec
0,0.00023167404783862718,0.4014857909933198
1,0.004680547075169566,5.654996208002558
2,0.0006299539855749203,10.975682791002328
3,0.00550029136879736,16.446173083008034
4,0.001757435874767814,21.77399633298046
5,0.0004976287225830354,27.158107374998508
6,0.0004754408030488994,32.42771166597959
7,0.00043676758393710344,37.710383833007654
8,0.0003761984549448318,43.18897733298945
9,0.0029583825624699017,48.76485304100788
10,0.000869243347501386,54.476419874990825
11,0.00023641330244673957,59.800905790994875
12,0.0007609536992915975,64.99178233300336
13,0.00037897985717968914,70.18127499998081
14,0.0002026586168855711,75.41505079099443
15,0.00020862923396450854,80.62747837498318
16,0.0010012354789543352,85.81546508299652
17,0.017236463746107378,90.9643772499985
18,0.00010991872941338129,96.15325258299708
19,0.00010376474035595591,101.36059216599097
20,0.0006233063056190223,106.58862945798319
21,9.529706340039924e-05,111.76627191598527
22,0.00012832218170152565,116.95390708299237
23,0.004030838204257047,122.10756391598261
24,0.00023728942364070619,127.33973499998683
25,0.00017047327082678304,132.7201996250078
26,0.00036809757825442694,138.29674699998577
27,0.0010573184710041227,143.62638245799462
28,0.001939878736739202,148.88961270800792
29,0.0002180368436900383,154.0277413330041
30,0.004490580189895466,159.37354354100535
31,5.8561238288422635e-05,165.14413349999813
32,0.00021787506487528285,170.3790947079833
33,6.713773145749672e-05,175.57282658299664
34,0.0008272498793314147,180.7427582499804
35,9.564392485539773e-05,186.0053549160075
36,5.197492236153458e-05,191.22787724999944
37,2.9702423935399028e-05,196.38395341599244
38,2.3866119560613944e-05,201.60019525000826
39,2.3427152731493235e-05,206.75617937499192
40,2.030586529448456e-05,211.94251587498002
41,2.3372476390035367e-05,217.0729208329867
42,2.2461682960932485e-05,222.23118524998426
43,0.00041334170523756085,227.50271337499726
44,0.0019508356392050521,232.6934199160023
45,0.00041796991650676097,237.86287220800295
46,0.0007003627772509688,243.01889262499753
47,0.0005539933257445021,248.1515613749798
48,2.0296099709478907e-05,253.328021541005
49,0.002520425434942133,258.50109791598516
50,4.53956421825778e-05,263.64214533299673
51,0.000697461715999425,268.7796787080006
52,0.0035425337737825147,273.96393566599
53,1.730263856337952e-05,279.17450999998255
54,0.0023182957318263094,284.3784642079845
55,1.4314040981341917e-05,289.5381129999878
56,2.3912661107858952e-05,294.731605915993
57,0.0020511814699663692,299.9033947910066
58,9.701895770117098e-06,305.0685669579834
59,0.00019708556874441994,310.2931646250072
60,5.3210810310787586e-05,315.55720641600783
61,2.8501157872332364e-05,320.73006770800566
62,2.5860487060985636e-05,325.91029183298815
63,2.070329931737083e-05,331.12780987500446
64,0.00012712915482970046,336.2945264579903
65,2.4285824940746836e-05,341.44844020798337
66,6.439191084066643e-05,346.60920099998475
67,0.003344600839979557,351.77889945800416
68,0.00019582441425434213,356.9470320830005
69,0.0001399523453644296,362.1255971250066
70,0.0011349070636064737,367.3034923749801
71,7.69659439650324e-05,372.470974958007
72,0.00021580964181548029,377.62829933298053
73,4.791376801556935e-05,382.82658241598983
74,0.0015566992392565524,388.1298717499885
75,0.00015001305308075157,393.3818952910078
76,6.873002423800829e-05,398.5669134579948
77,0.0005815006813348433,403.84127129099215
78,1.8774008124793312e-05,408.9780788329954
