seed,checkpoint_epoch,trajectory,kind,E_aff_enc,E_aff_roll,affine_rmse_enc,affine_rmse_roll,affine_r2_enc,affine_r2_roll,propagated_output_nrmse
0,38,random_steps_nominal,nominal,2.2138870917842723e-05,2.9781074772472493e-05,0.00014324719086289406,0.0001926945406012237,1.0,1.0,1.778825571818743e-05
0,38,random_steps_fast,nominal,6.332008342724293e-05,3.549074972397648e-05,0.00023753436107654124,0.00013313653471414,1.0,1.0,2.5789715436985716e-05
0,38,random_steps_slow,nominal,1.8555101632955484e-05,3.493183248792775e-05,0.00010157367069041356,0.00019122207595501095,1.0,1.0,1.949457509908825e-05
0,38,multisine,nominal,1.5339493984356523e-05,3.931676837964915e-05,5.138416599947959e-05,0.00013170136662665755,1.0,1.0,2.3657596102566458e-05
0,38,chirp,nominal,2.0686797142843716e-05,2.2197751604835503e-05,9.878393757389858e-05,0.00010599729284876958,1.0,1.0,2.5902312700054608e-05
0,38,constant_positive,stress_ood,1.2484310900617857e-05,1.788801273505669e-05,5.4331947467289865e-05,7.784919580444694e-05,0.9999999403953552,0.9999998807907104,0.0002269669930683449
0,38,constant_negative,stress_ood,7.930140782264061e-06,1.9227827579015866e-05,3.522125189192593e-05,8.540114504285157e-05,1.0,0.9999999403953552,0.0002087248576572165
0,38,free_response,stress_ood,9.644996316637844e-05,0.00018385388830211014,3.009573083545547e-05,5.7367069530300796e-05,1.0,0.9999999403953552,0.00012282805982977152
0,38,random_steps_large_amplitude,stress_ood,3.873364403261803e-05,5.9457037423271686e-05,0.0003721347893588245,0.0005712533020414412,1.0,1.0,3.82947655452881e-05
0,38,combined,nominal,1.4811002984060906e-05,3.167676550219767e-05,6.680570368189365e-05,0.00014287690282799304,1.0,1.0,2.1046766050858423e-05
