epoch,val_output_nrmse,wall_time_sec
0,0.00023167404783862718,0.4755802909785416
1,0.01646607640971971,5.962844541005325
2,0.003187838836612444,11.225803499983158
3,0.0007851311145444561,16.471886749990517
4,0.0007195800115512246,21.74415970800328
5,0.0031743224134879546,27.16057604100206
6,0.001283578838526892,32.69386345800012
7,0.002762644270032952,38.18934712497867
8,0.0012681252658375412,43.488866208004765
9,0.004311143359232122,48.617493790981825
10,0.007266964898589572,53.74167950000265
11,0.00023972871565709734,58.85757008299697
12,0.00021073378801911492,63.97700241598068
13,0.00019328992795007857,69.12008204098674
14,0.0033747092959100075,74.39503233297728
15,0.00031233759259434067,79.69265595800243
16,0.00017259709342043765,85.22003245798987
17,0.0002559379719106591,90.7404249579995
18,0.004041702262946868,95.97059620800428
19,0.00011818143935347463,101.1480914579879
20,0.00010565797148473586,106.73743487498723
21,0.0007541595892656826,112.01600812497782
22,0.0002365239089381712,117.17763095800183
23,0.0008438850687509581,122.31576166598825
24,0.001131101391021864,127.51173708299757
25,5.687244252045513e-05,132.71595970800263
26,0.00011093786766354388,137.89540008298354
27,0.00013615532795937274,143.22196324999095
28,0.00112334733800079,148.35170845797984
29,0.001055652205531819,153.55553258297732
30,3.959133885086998e-05,159.0422042499995
31,9.512050239453739e-05,164.25385462498525
32,8.571678330135866e-05,169.39305741598946
33,2.6470394105966055e-05,174.58232529100496
34,0.001740743828224757,180.5183304999955
35,6.973837317535408e-05,186.1587944579951
36,0.008173525846378805,191.62824037499377
37,5.729103631039402e-05,197.46117133297957
38,1.4885858620397736e-05,202.62897258298472
39,6.042438288740152e-05,207.8959728750051
40,0.0013252407944996942,213.0976369580021
41,0.00010624728726377076,218.24363124999218
42,0.001258458243230009,223.91137404099572
43,0.0008111225847856928,229.41792008298216
44,0.000327640046290933,234.92473050000262
45,0.001137835625243059,240.15609858298558
46,6.631609355699579e-05,245.33107216598
47,4.5398532850129805e-05,250.5871508329874
48,2.8865004300667738e-05,255.77643820797675
49,2.5188604717534948e-05,260.973005790991
50,3.062300380398301e-05,266.5622141659842
51,5.868763095614247e-05,272.501468707982
52,1.9991336604935733e-05,277.8223778329848
53,0.000966792233110093,283.6061812079861
54,8.599328125454414e-05,288.85977858299157
55,0.0004332171270441921,294.18139362498187
56,8.270627762501269e-05,299.38246537500527
57,0.00022724376973131148,304.6019777499896
58,2.910566586832181e-05,310.28705099999206
