seed,method,best_val_nrmse,final_val_nrmse,final_test_nrmse
0,ResDyNet-Random,0.9558926952814815,0.9599413630180289,0.655140927956239
0,ResDyNet-LinearInit,0.5877139302058344,7021697.719436014,6429668.2739276355
