seed,method,best_val_nrmse,final_val_nrmse,final_test_nrmse
0,ResDyNet-Random,0.9334051188654957,0.9334051188654957,0.6881705571061058
0,ResDyNet-LinearInit,0.5877139302058344,5249.74984218244,6547.083867537437
