seed,method,best_val_nrmse,final_val_nrmse,final_test_nrmse
0,ResDyNet-Random,1.1263934497160195,1.1742787867601856,0.7647381363682129
0,ResDyNet-LinearInit,0.5877139302058344,69236326732098.34,62466265391493.12
