model,num_seeds,total_parameters,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,test_nrmse_mean,test_nrmse_std,training_time_sec_mean,training_time_sec_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std
Random,10,27273,27273,0.36469216665581977,0.018146313953427227,33.9,14.270793795565668,0.4116447712888345,0.026431664009896313,0.23744492929873529,0.025142961563558153,29.37867320839723,0.4990316414765832,0.4896445534732871,0.008317194024609731
N4SID-Joint,10,27273,27273,0.2448946188846622,0.03288432960100208,44.4,17.218852716975334,0.30126997873576494,0.05454043510205015,0.20671615207393929,0.027201050402553825,29.37867320839723,0.4990316414765832,0.4896445534732871,0.008317194024609731
N4SID-Frozen,10,27273,26392,0.2543112337139769,0.06167649900181844,39.2,13.138577633146681,0.2907829564602958,0.0566826325504128,0.22567611337494178,0.04294429089277389,29.37867320839723,0.4990316414765832,0.4896445534732871,0.008317194024609731
