seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,wall_time_sec
0,N4SID-Frozen,17,0.09309738143749584,0.18354274822650826,0.4284188934051675,0.4145893762073482,8.477939417003654
0,Random,18,0.117966907859509,0.2181237627372099,0.4670372177216821,0.4519610870142642,8.94148262499948
0,N4SID-Joint,18,0.042036644840681814,0.13684881785052166,0.36993082846732533,0.35798932720992377,8.95407508299104
0,N4SID-Frozen,18,0.04899240740058701,0.16042213073143174,0.4005273158368,0.38759814887468164,8.966667000000598
0,Random,19,0.09415793901194947,0.2783374223911594,0.5275769350446998,0.5105465603140661,9.429131625016453
0,N4SID-Joint,19,0.03910411189922744,0.1411860940278554,0.37574738060012525,0.3636181189311479,9.441552167001646
0,N4SID-Frozen,19,0.05204910485104504,0.15891833971167396,0.39864563174788953,0.38577720623034567,9.454250917013269
0,Random,20,0.10640881180721032,0.276443744095411,0.5257791780732772,0.5088068355894386,9.917995166993933
0,N4SID-Joint,20,0.03593212543499036,0.08927066841689175,0.2987819747188437,0.2891371842547012,9.93051416700473
0,N4SID-Frozen,20,0.0581146893834132,0.18081665257437657,0.4252254138387975,0.4114989833191426,9.94523404201027
0,Random,21,0.0761188845542274,0.33540416881752816,0.5791408885733489,0.5604460107288489,10.409445041994331
0,N4SID-Joint,21,0.04355827617224666,0.19521273213041954,0.4418288493641169,0.42756645392630627,10.421784292004304
0,N4SID-Frozen,21,0.05014276358669431,0.13344371889120404,0.365299492048927,0.3535074920101529,10.43461904200376
0,Random,22,0.07609536263695896,0.27855401777286226,0.5277821688659653,0.5107451691131757,10.89753145800205
0,N4SID-Joint,22,0.03286048702628451,0.16087516544738834,0.4010924649596254,0.38814505477893346,10.910296000016388
0,N4SID-Frozen,22,0.044401073018356205,0.1291474347129421,0.3593708874031703,0.34777026487171364,10.922660625015851
0,Random,23,0.06106652989094902,0.28435286299092843,0.5332474688087403,0.5160340471924117,11.392130457999883
0,N4SID-Joint,23,0.030617320482192623,0.12340462365477378,0.35128994243327516,0.33995017573510716,11.404814957990311
0,N4SID-Frozen,23,0.04295197983129928,0.13336063949794316,0.36518576026173744,0.3533974315262861,11.417488042003242
0,Random,24,0.07258831565777162,0.24436299516904258,0.49433085597506715,0.4783736767298125,11.883334375015693
0,N4SID-Joint,24,0.020178937703786398,0.18301334198916908,0.42780058670970644,0.41399102867617715,11.89580854200176
0,N4SID-Frozen,24,0.04111145423522933,0.12612249891212818,0.3551372958619359,0.3436733352002737,11.908475333009847
0,Random,25,0.0693979497164916,0.21786316195641298,0.4667581407500173,0.4516910187484211,12.384602708014427
0,N4SID-Joint,25,0.019782073509047916,0.1408455581162958,0.3752939622699728,0.3631793371090748,12.397140791988932
0,N4SID-Frozen,25,0.03528494452986892,0.13334127433568388,0.3651592451735049,0.35337177235471445,12.409921624988783
0,Random,26,0.05948567501352549,0.21856887952724427,0.467513507320638,0.4524220018122921,12.877174416993512
0,N4SID-Joint,26,0.018862596864493177,0.1584237769330137,0.3980248446177873,0.3851764583338629,12.889846583013423
0,N4SID-Frozen,26,0.0340403904749018,0.1472112741765903,0.38368121426073276,0.3712958455648643,12.902314500010107
0,Random,27,0.05886234439072528,0.23954189548427948,0.48943017426828056,0.4736311908052109,13.369802000001073
0,N4SID-Joint,27,0.01845090535126893,0.1359208722333625,0.3686744800408112,0.35677353416609325,13.382362167001702
0,N4SID-Frozen,27,0.03266829194127466,0.15268941397877211,0.3907549282846886,0.37814121753562724,13.394834417005768
0,Random,28,0.05560459838305337,0.23210908741278774,0.48177701005007256,0.46622507350253967,13.858273416990414
0,N4SID-Joint,28,0.018528805575831343,0.1718526778410229,0.4145511763835955,0.4011693141188255,13.87105179199716
0,N4SID-Frozen,28,0.027889733248879573,0.12344539579173926,0.35134796967072296,0.34000632983229295,13.883469666994642
0,Random,29,0.05357248865376195,0.2517418654417172,0.5017388418706661,0.48554253015501525,14.348395500011975
0,N4SID-Joint,29,0.020435310567162298,0.14414973165760578,0.3796705567430872,0.3674146535259094,14.361152291996405
0,N4SID-Frozen,29,0.02863894752580652,0.14716952427327318,0.38362680338223654,0.371243191089252,14.373522042005789
0,Random,30,0.05186511862827915,0.25921331732443925,0.5091299611341286,0.49269506140908165,14.83550766701228
0,N4SID-Joint,30,0.015499435851945641,0.16388034884231736,0.4048213789343608,0.39175359805868637,14.848259374994086
0,N4SID-Frozen,30,0.026218508680291693,0.14878669827598906,0.38572878849781106,0.3732773233632435,14.860684917017352
0,Random,31,0.05256748119230085,0.19785531763090644,0.44480930479353337,0.4304506991739288,15.328215207991889
0,N4SID-Joint,31,0.015550841049090242,0.1372173266733278,0.3704285716212072,0.3584710030343468,15.353412875003414
0,N4SID-Frozen,31,0.023870951820779644,0.17371099257645925,0.4167865071909829,0.40333248763735513,15.36881754201022
0,Random,32,0.0698957729170268,0.2817704428738746,0.5308205373512546,0.5136854579622318,15.833255875011673
0,N4SID-Joint,32,0.015173949447813298,0.12461292293229831,0.3530055565175969,0.3416104091748094,15.846020291995956
0,N4SID-Frozen,32,0.020129124501635367,0.1348049370137949,0.36715791835911,0.35530592764529056,15.858531042002141
0,Random,33,0.09662520580265213,0.24484990580580704,0.4948231055698663,0.4788500363292317,16.33511866698973
0,N4SID-Joint,33,0.01927024303475232,0.12060652595942056,0.3472845029070842,0.33607403324895097,16.347379375016317
0,N4SID-Frozen,33,0.01978324120993314,0.15119220370570183,0.38883441682251046,0.37628270087970916,16.359565833001398
0,Random,34,0.0484687338131605,0.19668184262817476,0.44348826661837937,0.4291723045899971,16.822035749995848
0,N4SID-Joint,34,0.015049312535448493,0.1509052739111316,0.3884652801874726,0.3759254801090769,16.834520208009053
0,N4SID-Frozen,34,0.02557617424508591,0.17471275401232844,0.41798654764517057,0.4044937903506197,16.846952916996088
0,Random,35,0.05304315737187157,0.20411802446993343,0.45179422801750513,0.4372101465439214,17.316336124989903
0,N4SID-Joint,35,0.01342695240267094,0.1409795645002382,0.3754724550486203,0.3633520680761169,17.328586332994746
0,N4SID-Frozen,35,0.038986689136861694,0.13476162396421798,0.36709892939671995,0.3552488428679923,17.340649999998277
0,Random,36,0.048676714129246526,0.2017788992981547,0.44919806243811283,0.43469778613064397,17.809965833002934
0,N4SID-Joint,36,0.011648676823709654,0.14261296609107998,0.37764131936412887,0.3654509206652222,17.822123916994315
0,N4SID-Frozen,36,0.026728996395508662,0.12751141611885788,0.357087406833198,0.34556049588239157,17.834288542013383
0,Random,37,0.04893964976498931,0.22264093903869364,0.4718484280345688,0.4566169897139979,18.297263167012716
0,N4SID-Joint,37,0.011760497794661503,0.12157034498871433,0.3486693921019084,0.33741421771848945,18.309456374990987
0,N4SID-Frozen,37,0.021308142724585026,0.11816708599240934,0.3437543977790093,0.3326578811942123,18.321724625013303
0,Random,38,0.04815390724970184,0.1694683941332275,0.41166539098305005,0.39837668291722034,18.785630875005154
0,N4SID-Joint,38,0.017213521376438702,0.11757678593842988,0.34289471553004414,0.33182594979991237,18.798027250013547
0,N4SID-Frozen,38,0.020313031702670764,0.16771992621734638,0.4095362330946389,0.39631625501735057,18.810271082998952
0,Random,39,0.04646005664821366,0.20806474864346275,0.4561411499124616,0.4414167482241784,19.27423754200572
0,N4SID-Joint,39,0.01189127374624945,0.17764278131147088,0.4214769048375852,0.40787147754747144,19.28654720800114
0,N4SID-Frozen,39,0.019735189654054176,0.1558981017445889,0.39483933662261783,0.3820937796916494,19.298793916997965
0,Random,40,0.045553881496242156,0.1805278797491105,0.4248857255181804,0.4111702602606654,19.76383700000588
0,N4SID-Joint,40,0.012287678877194117,0.1448934912044927,0.38064877670168956,0.3683612961896049,19.776010625006165
0,N4SID-Frozen,40,0.0177793728931396,0.12267450260188589,0.3502492007155561,0.33894302953734584,19.78818308300106
0,Random,41,0.04446096621298033,0.201049721807766,0.4483856842136756,0.4339116317698106,20.25160675001098
0,N4SID-Joint,41,0.00973189806290739,0.11985221845389767,0.346196791513003,0.3350214335730089,20.263817166996887
0,N4SID-Frozen,41,0.01591942331827694,0.14458144617116506,0.3802386700102517,0.36796442789084643,20.275908250012435
0,Random,42,0.045386350253855276,0.20868790641592364,0.4568237148134099,0.4420772796826675,20.739874499995494
0,N4SID-Joint,42,0.01614717814245905,0.1447045019876454,0.3804004495103093,0.3681209850899908,20.752442416996928
0,N4SID-Frozen,42,0.014336551308152005,0.15447564338820735,0.39303389597871496,0.380346619326275,20.7646078329999
0,Random,43,0.04699838724843286,0.1892449176025222,0.43502289319359067,0.4209801964883914,21.22797750000609
0,N4SID-Joint,43,0.013013719341915314,0.12466372000666344,0.3530774985844658,0.34168002892567795,21.240125625015935
0,N4SID-Frozen,43,0.012391192709590665,0.1381481043707586,0.3716828007464949,0.35968474518876287,21.252352750016144
0,Random,44,0.044741336041154725,0.2098073372423785,0.4580473089565951,0.4432613757633097,21.712566375004826
0,N4SID-Joint,44,0.01134377305542174,0.15969179307900702,0.39961455563956505,0.3867148529075249,21.724937708000652
0,N4SID-Frozen,44,0.012414515304795374,0.13448491495288542,0.36672184957115034,0.35488393531589835,21.73723133301246
0,Random,45,0.045268776342708594,0.23472418316211252,0.48448341887221746,0.4688441184667261,22.198763124994002
0,N4SID-Joint,45,0.013780833831587447,0.15522906945605944,0.3939912047953094,0.3812730258672077,22.21112904199981
0,N4SID-Frozen,45,0.01162858137940718,0.1479697742454134,0.38466839517357465,0.3722511599199477,22.22324129199842
0,Random,46,0.042693419948992915,0.1634045277637671,0.40423325910143404,0.39118446294718306,22.709600041998783
0,N4SID-Joint,46,0.01106031858501925,0.14048986371223893,0.37481977497490565,0.362720456751804,22.721737125015352
0,N4SID-Frozen,46,0.010727014382359906,0.15079116539026682,0.38831838147358777,0.37578332333893283,22.734167374990648
0,Random,47,0.04278350611536386,0.22270055658664986,0.4719115982751959,0.4566781207963559,23.19734983300441
0,N4SID-Joint,47,0.012363690204181464,0.15629526780125028,0.3953419631170593,0.3825801812206285,23.20967812501476
0,N4SID-Frozen,47,0.010514055663338821,0.13295793357763191,0.3646339720564061,0.35286345524426777,23.22177487501176
0,Random,48,0.042184108055119754,0.18600447920275162,0.43128236597703784,0.4173604148464772,23.684382500010543
0,N4SID-Joint,48,0.009811118904349535,0.16161024238136737,0.40200776408095323,0.38903080771279286,23.696581625001272
0,N4SID-Frozen,48,0.009591835343579592,0.15820760626449074,0.39775319767978073,0.3849135802574979,23.708705124998232
0,Random,49,0.041609388683644805,0.2101730555105284,0.458446349653401,0.44364753528175477,24.169431457994506
0,N4SID-Joint,49,0.009679101497656073,0.13701644224148204,0.37015732093460213,0.3582085084182444,24.181734083016636
0,N4SID-Frozen,49,0.010059491846153835,0.13694577885402615,0.3700618581454,0.35811612720248676,24.193951207998907
0,Random,50,0.04303223924206235,0.20771115260317174,0.4557533901170366,0.44104150545552795,24.653240082989214
0,N4SID-Joint,50,0.009740575374804439,0.14541349851713795,0.3813312189122967,0.3690217089182415,24.66555900001549
0,N4SID-Frozen,50,0.00935698256234098,0.13378628724729322,0.36576807849687104,0.3539609523176763,24.677694667014293
0,Random,51,0.04093534514688768,0.1744311628767894,0.41764956946798043,0.4041676899511571,25.157536832994083
0,N4SID-Joint,51,0.008876923718395335,0.14436030838361222,0.3799477705996078,0.3676829188186406,25.16980850000982
0,N4SID-Frozen,51,0.008699501370630944,0.13869835775573153,0.3724222841825278,0.3604003578313888,25.18199654199998
0,Random,52,0.042391624452103385,0.23300670584611152,0.48270768156940647,0.46712570260782443,25.641213416995015
0,N4SID-Joint,52,0.008861962823721871,0.14297429855787258,0.3781194236717714,0.3659135915924825,25.65341625001747
0,N4SID-Frozen,52,0.008458635544564882,0.13901978824735955,0.3728535748083416,0.36081772623944147,25.66564391698921
0,Random,53,0.04206056418647175,0.22476797052121086,0.4740970053915241,0.4587929821786729,26.125959458004218
0,N4SID-Joint,53,0.008837703348595082,0.1500178921920782,0.3873214326526202,0.37481855638733924,26.138226000010036
0,N4SID-Frozen,53,0.008304029423055736,0.1280790993597527,0.35788140404294927,0.34632886257435685,26.15048354200553
0,Random,54,0.04176634629295527,0.21258593971258222,0.46107042814800236,0.4461869075712187,26.609266499988735
0,N4SID-Joint,54,0.008808945490552068,0.13458389943327945,0.3668567832728181,0.35501451330875755,26.62159308299306
0,N4SID-Frozen,54,0.007858758879775574,0.12712641696837185,0.35654791679151887,0.3450384207748442,26.63382795799407
0,Random,55,0.03806814336144012,0.18526225605147437,0.4304210218512502,0.4165268752213411,27.093334375007544
0,N4SID-Joint,55,0.0084123780398667,0.1477652840137874,0.3844025026112439,0.37199385046592554,27.105493167007808
0,N4SID-Frozen,55,0.007541850372484329,0.13440754736156527,0.36661634901019524,0.354781840351299,27.117809541989118
0,Random,56,0.038393650451936635,0.2175743784519945,0.4664486879089645,0.45139155515726626,27.581101791991387
0,N4SID-Joint,56,0.007915253502624555,0.14452123031677197,0.3801594801090353,0.3678877942683507,27.593418542004656
0,N4SID-Frozen,56,0.007437687046947744,0.13473753761635685,0.3670661215862298,0.35521709410551894,27.605474750016583
0,Random,57,0.04263545461514905,0.2313064446440629,0.48094328630729727,0.4654182626644388,28.067759041994577
0,N4SID-Joint,57,0.010398531437378105,0.14994425625670163,0.38722636307036434,0.37472655568566504,28.079943457996706
0,N4SID-Frozen,57,0.007207814504998073,0.12481889099824929,0.35329717094572,0.34189261018347095,28.092019917006837
0,Random,58,0.04061835981914904,0.1777555394917568,0.4216106491678748,0.40800090456229166,28.554628250014503
0,N4SID-Joint,58,0.00897396710963869,0.11343705998409645,0.3368041864111794,0.32593202516906095,28.566916208015755
0,N4SID-Frozen,58,0.006753673479348369,0.12305256625617485,0.3507884921946198,0.33946491249195104,28.57918562501436
0,Random,59,0.03746051041800881,0.19803067815183198,0.4450063799001448,0.4306414126246514,29.03981533300248
0,N4SID-Joint,59,0.008222153819871006,0.10828063274776249,0.32906022662692386,0.3184380432141312,29.052308792015538
0,N4SID-Frozen,59,0.005959898744564792,0.13169922216374452,0.36290387455047174,0.3511892059130534,29.06456299999263
0,Random,60,0.03561414670728225,0.198199287980273,0.44519578612142435,0.4308247047444408,29.525161833007587
0,N4SID-Joint,60,0.00919873239204753,0.10217938276636455,0.31965509970335926,0.30933651719738775,29.537317292008083
0,N4SID-Frozen,60,0.0059164892347139545,0.12092963503481806,0.34774938538381067,0.33652390915079056,29.549516875005793
1,Random,0,1.1471386186486348,1.550532175888034,1.2452036684366272,1.2050080425841838,0.012035416992148384
1,N4SID-Joint,0,0.7456230981045799,0.36883562433675365,0.6073183879455271,0.5877139302058413,0.025349375006044284
1,N4SID-Frozen,0,0.7456230981045799,0.36883562433675365,0.6073183879455271,0.5877139302058413,0.03764837500057183
1,Random,1,1.0242865194210833,2.2494079333910717,1.4998026314789128,1.4513884587973258,0.5024741250090301
1,N4SID-Joint,1,4.112152815657338,0.9419212139962216,0.9705262562116604,0.9391973168072051,0.5146499580005184
1,N4SID-Frozen,1,2.948754488433243,0.8100919477180231,0.9000510806159965,0.8709971054297925,0.5269458330003545
1,Random,2,0.9104976344791639,2.088328925637227,1.4451051607537864,1.3984566422571911,0.9886701670184266
1,N4SID-Joint,2,0.3875056263278548,0.48207088525319725,0.6943132472113702,0.6719005638755247,1.0008799580100458
1,N4SID-Frozen,2,0.5254589560935797,1.1443688772564478,1.0697517830115768,1.0352198076288637,1.0130059579969384
1,Random,3,0.7919940167719348,1.6264552743727678,1.2753255562297683,1.2341575849189932,1.4977131670166273
1,N4SID-Joint,3,0.17895593731225692,0.2623223387732231,0.512174129347845,0.49564096276922864,1.5103288750106003
1,N4SID-Frozen,3,0.25926917076908956,0.39358655759084826,0.6273647723540494,0.6071132100580537,1.5240420420013834
1,Random,4,0.6281635831447793,1.6196935619240098,1.2726718201971827,1.231589512447623,1.991508708015317
1,N4SID-Joint,4,0.1709130559460736,0.30147484938751645,0.549067253974881,0.531343163958095,2.0046185000101104
1,N4SID-Frozen,4,0.13877047916999602,0.22703892180064195,0.4764860142760141,0.4611048729902619,2.017870875017252
1,Random,5,0.8353837880109128,0.6539317342633629,0.8086604567204724,0.7825566040063118,2.494675166992238
1,N4SID-Joint,5,0.1145398749074781,0.12595167540751107,0.3548967108998209,0.3434405164079573,2.509454375016503
1,N4SID-Frozen,5,0.1130485818770153,0.27709175343657005,0.5263950545327816,0.5094028313335507,2.522640625014901
1,Random,6,0.3513116662088748,0.695347763724486,0.8338751487629825,0.8069573566483721,2.9966321249958128
1,N4SID-Joint,6,0.10419668458946146,0.14459153503954386,0.38025193627323434,0.36797726591405044,3.0089564580121078
1,N4SID-Frozen,6,0.09073833930560973,0.2504157237125239,0.5004155510298655,0.4842619556223006,3.0212181670067366
1,Random,7,0.2026176523704513,0.7115918903768453,0.8435590615818465,0.8163286692506437,3.482300583011238
1,N4SID-Joint,7,0.06804261890169451,0.169636612391679,0.41186965461378555,0.39857435284390214,3.4945114580041263
1,N4SID-Frozen,7,0.08675965585770479,0.16487665060679893,0.4060500592375267,0.3929426161162211,3.5067981670144945
1,Random,8,0.15288608415552302,0.6787618538593868,0.8238700467060244,0.7972752229130555,3.971489916992141
1,N4SID-Joint,8,0.0879007516214533,0.17462544595886853,0.4178820957625111,0.4043927102126004,3.9836974999925587
1,N4SID-Frozen,8,0.05758340799903743,0.19222306425059715,0.4384325082046234,0.42427974789074846,3.995752207993064
1,Random,9,0.1195097405863328,0.5290126798278566,0.727332578555269,0.703854019232836,4.455804583005374
1,N4SID-Joint,9,0.06942410748254893,0.1440764366224661,0.3795740199519273,0.3673212329773666,4.4692667920026
1,N4SID-Frozen,9,0.05453631673382062,0.12517437822851799,0.35379991270281286,0.3423791232543812,4.481339791993378
1,Random,10,0.08821684567124399,0.384914977820295,0.6204151656917285,0.6003879392182982,4.941699125018204
1,N4SID-Joint,10,0.06415721079809898,0.19356568795495235,0.43996100731195753,0.42575890649275683,4.955083833017852
1,N4SID-Frozen,10,0.039752493075791026,0.13103250687344453,0.3619841251677268,0.3502991463738288,4.96729625001899
1,Random,11,0.07197853074060909,0.19324104718249824,0.4395919098237572,0.4254017236052879,5.424887208006112
1,N4SID-Joint,11,0.045961755342817746,0.1668136878838825,0.40842831425341036,0.39524410019798106,5.438315750012407
1,N4SID-Frozen,11,0.0605000596146874,0.0748004830095045,0.27349676965094943,0.26466819477327996,5.450618500006385
1,Random,12,0.0593641205419006,0.24362221732921024,0.49358101394726506,0.4776480398745151,5.925678375002462
1,N4SID-Joint,12,0.04219834945251778,0.1563734197932394,0.3954407917669084,0.38267581964583114,5.937926375016104
1,N4SID-Frozen,12,0.07730355601247083,0.12981334779644513,0.36029619453505907,0.34866570275392483,5.950096000015037
1,Random,13,0.053918566329346246,0.19030428779515504,0.4362387967560371,0.42215685024302924,6.406239208008628
1,N4SID-Joint,13,0.029440341334534534,0.15175229631669654,0.38955397099336125,0.3769790275810582,6.4196438750077505
1,N4SID-Frozen,13,0.08002087196040485,0.09323866056823131,0.3053500623353978,0.2954932516218028,6.431758167018415
1,Random,14,0.051791559884612294,0.17577869632247994,0.4192597003320018,0.40572584520715205,6.8967048750200775
1,N4SID-Joint,14,0.03654155683688412,0.16430834353325285,0.405349655893838,0.39226482204639046,6.909664208011236
1,N4SID-Frozen,14,0.04273542934751439,0.13255478945130422,0.36408074578492094,0.35232808731739246,6.921913708007196
1,Random,15,0.05687463899404022,0.1404313256661294,0.37474167858156554,0.3626448813383539,7.3811855830135755
1,N4SID-Joint,15,0.024736238086556842,0.13320957051359542,0.3649788631052426,0.3531972130850113,7.394174874993041
1,N4SID-Frozen,15,0.04811976606147321,0.17407983079897887,0.41722875116532765,0.40376045581587716,7.406415167002706
1,Random,16,0.04722188562354616,0.17591696193753195,0.4194245604843998,0.4058853836140624,7.864561624999624
1,N4SID-Joint,16,0.02786260197372913,0.12469953598369506,0.3531282146525466,0.34172910786069455,7.876826332998462
1,N4SID-Frozen,16,0.05446122488164392,0.12133219890822679,0.34832771768584075,0.3370835726764429,7.890203500021016
1,Random,17,0.050465156533018064,0.23519117867722977,0.4849651314035162,0.46931028114287476,8.350497458013706
1,N4SID-Joint,17,0.024467105668935094,0.18019619854294217,0.4244952279389512,0.4107923680848645,8.36260104199755
1,N4SID-Frozen,17,0.03490668481934215,0.10848391594553192,0.3293689662757132,0.3187368166351274,8.374822292011231
1,Random,18,0.06083607661630787,0.2647994581200975,0.5145866866914626,0.49797564188714727,8.831886333005968
1,N4SID-Joint,18,0.01900352715084738,0.16143482282967048,0.4017895255350374,0.38881961398625925,8.843922208005097
1,N4SID-Frozen,18,0.029718924098802127,0.1216375488994201,0.3487657507546005,0.3375074658789389,8.856085583014647
1,Random,19,0.07467334608649315,0.15136645497312312,0.3890584210284146,0.3764994741486364,9.325437708001118
1,N4SID-Joint,19,0.03257668511285085,0.07713642284724415,0.27773444663426994,0.2687690780072543,9.33832275000168
1,N4SID-Frozen,19,0.023170244856798163,0.14292429949570593,0.3780533024531143,0.36584960479073514,9.352076542010764
1,Random,20,0.04878561649432208,0.16374584969008052,0.4046552232334096,0.3915928059239998,9.81081904200255
1,N4SID-Joint,20,0.05043491491569046,0.12827021508334172,0.3581483143661878,0.3465871569355958,9.823050833016168
1,N4SID-Frozen,20,0.020405626288732118,0.10800507935923241,0.3286412624112079,0.31803260331518957,9.83522845801781
1,Random,21,0.04771009564379734,0.1871172494078108,0.4325705137983989,0.4186069807891604,10.292372458003229
1,N4SID-Joint,21,0.029507605307438473,0.1625481782496477,0.40317264075039577,0.39015808174103217,10.304617832996882
1,N4SID-Frozen,21,0.030887035366554003,0.0617550529803848,0.24850563973556977,0.24048378759183636,10.316825667017838
1,Random,22,0.04223800219232473,0.23421825372501567,0.4839610043433414,0.46833856766823795,10.779516208014684
1,N4SID-Joint,22,0.03037486396475905,0.09354667359358432,0.30585400699285326,0.29598092876301585,10.792246833007084
