training_horizon,seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,val_nrmse_percent,wall_time_sec
5,1,Plain,76,0.0005962127803214408,0.0005156202239518368,0.0227072724903683,0.02301543895706681,2.301543895706681,42.8106523330207
5,1,ResDyNet,77,0.00011289660856375996,7.014236227019265e-05,0.008375103716981221,0.008488764488955945,0.8488764488955944,43.32628125001793
5,1,Plain,77,0.00044326443472707613,0.00039304626181350103,0.019825394367162057,0.020094450095260813,2.009445009526081,43.351338250009576
5,1,ResDyNet,78,9.02049836923198e-05,0.00032210533643192333,0.017947293289850796,0.01819086080604109,1.8190860806041091,43.93532454202068
5,1,Plain,78,0.0005602797077892139,0.0011878843460601275,0.03446569810783074,0.034933441312686934,3.4933441312686933,43.961490458023036
5,1,ResDyNet,79,0.00020322242046170953,6.937170257125833e-05,0.008328967677405066,0.008442002324850317,0.8442002324850317,44.51224187499611
5,1,Plain,79,0.003567181611778525,0.002657957684290051,0.05155538462944536,0.05225505653972335,5.225505653972335,44.53816920801182
5,1,ResDyNet,80,6.958960992521789e-05,6.890418670034829e-05,0.008300854576508872,0.008413507693544656,0.8413507693544656,45.07702695799526
5,1,Plain,80,0.0008954682100482171,0.0004514385556943734,0.021247083463251454,0.021535433314220823,2.153543331422082,45.10218441701727
5,1,ResDyNet,81,6.532915768837601e-05,0.00020779643029946425,0.014415145864661385,0.014610777663678225,1.4610777663678225,45.618853207997745
5,1,Plain,81,0.0004198216318788936,0.0004668809981342786,0.02160742923473958,0.02190066943452721,2.190066943452721,45.643952792015625
5,1,ResDyNet,82,0.00015567639382946187,9.588501600283206e-05,0.009792089460520265,0.009924980524910504,0.9924980524910504,46.2149586250016
5,1,Plain,82,0.0007313240282444303,0.001177986114582576,0.03432180232130265,0.03478759267796336,3.478759267796336,46.25080833301763
5,1,ResDyNet,83,9.695615665838516e-05,6.170133397823359e-05,0.0078550196675905,0.007961622239864886,0.7961622239864886,46.78338620800059
5,1,Plain,83,0.0006189940899791972,0.0014129436544657345,0.037589142773754955,0.03809927508135497,3.8099275081354973,46.80975420802133
5,1,ResDyNet,84,9.126534775364367e-05,8.119790189502276e-05,0.0090109878423524,0.009133278367822548,0.9133278367822548,47.330007708020275
5,1,Plain,84,0.0005423667039049749,0.0010042338583345393,0.03168964907244224,0.03211971777354725,3.211971777354725,47.35505283300881
5,1,ResDyNet,85,0.00012567904062366433,5.8031319044393606e-05,0.007617829024360786,0.00772121261899314,0.772121261899314,48.280939874995966
5,1,Plain,85,0.00046590014753155793,0.0014332301472520976,0.03785802619329351,0.038371807589677225,3.8371807589677225,48.402738833014155
5,1,ResDyNet,86,9.439540194922005e-05,0.0006564927819903693,0.02562211509595508,0.025969839671058155,2.5969839671058157,49.111389416997554
5,1,Plain,86,0.0005439689175779542,0.00037000877676961793,0.019235612201581157,0.019496663838208077,1.9496663838208077,49.137031082995236
5,1,ResDyNet,87,0.0002368816924148807,0.0001471765442486663,0.012131634030445622,0.012296275679768659,1.2296275679768658,49.71566666700528
5,1,Plain,87,0.0005535102867505727,0.0002317109837065557,0.015222055830490038,0.015428638420414007,1.5428638420414007,49.740855750016635
5,1,ResDyNet,88,8.047640213424618e-05,0.0001091514074718156,0.010447555095419003,0.010589341659206395,1.0589341659206395,50.28319941699738
5,1,Plain,88,0.0004694391068275748,0.001138712622971041,0.03374481623851344,0.034202776162763446,3.4202776162763446,50.308309708023444
5,1,ResDyNet,89,6.154796836954727e-05,0.00014499605984955458,0.01204143097183863,0.012204848451333778,1.2204848451333778,50.86589762501535
5,1,Plain,89,0.001283257164879595,0.00036622297814709173,0.01913695320961756,0.019396665918683966,1.9396665918683966,50.890938249998726
5,1,ResDyNet,90,0.00010132561127341051,0.000202503888247342,0.014230386089187528,0.014423510463888218,1.4423510463888218,51.49198150000302
5,1,Plain,90,0.0003861264714307037,0.0017019133669052566,0.04125425271296593,0.04181412520757023,4.181412520757023,51.51831233300618
5,1,ResDyNet,91,0.00010621365871097541,5.671768337629888e-05,0.007531114351561718,0.007633321118182749,0.763332111818275,52.05881670801318
5,1,Plain,91,0.0023269601959640136,0.0003301069604607828,0.018168845875860765,0.01841542014143708,1.841542014143708,52.09218675000011
5,1,ResDyNet,92,5.231278499199776e-05,5.462967292248233e-05,0.007391188870708306,0.0074914966712137905,0.7491496671213791,52.65838150001946
5,1,Plain,92,0.0004279969661042639,0.0002464372807863088,0.015698320954366705,0.01591136706563605,1.591136706563605,52.68520995799918
5,1,ResDyNet,93,4.286139552462777e-05,9.37873011716528e-05,0.009684384398176933,0.009815813768366693,0.9815813768366692,53.318662292003864
5,1,Plain,93,0.0005283112826224637,0.0013847204817813222,0.03721183255069981,0.037716844280373196,3.77168442803732,53.34394212500774
5,1,ResDyNet,94,6.384928035344454e-05,0.0001610395538440348,0.012690136084535689,0.012862357314573485,1.2862357314573485,53.87085008301074
5,1,Plain,94,0.0007987510714519542,0.0002542953950224191,0.015946642123733108,0.016163058267990898,1.6163058267990897,53.89598866700544
5,1,ResDyNet,95,0.00011365022816532867,8.428853303729966e-05,0.00918087866368463,0.00930547482291844,0.9305474822918439,54.411316042009275
5,1,Plain,95,0.0008220583953192779,0.0022605025176610895,0.04754474227147613,0.04818998468190243,4.818998468190243,54.43636720802169
5,1,ResDyNet,96,7.797938721594492e-05,0.0016212999833035903,0.04026536952895863,0.04081182162545381,4.081182162545381,54.95045833301265
5,1,Plain,96,0.0010229735193258045,0.0019038858643297977,0.04363354058897579,0.044225703035546786,4.422570303554679,54.97545504200389
5,1,ResDyNet,97,0.00033760749271762204,4.033782432125081e-05,0.006351206524846347,0.006437400446853696,0.6437400446853696,55.48945962500875
5,1,Plain,97,0.0010622295887038132,0.0002461414114239425,0.015688894525234802,0.015901812707913854,1.5901812707913854,55.51574004199938
5,1,ResDyNet,98,4.011001045886565e-05,5.049440417945086e-05,0.007105941470308551,0.007202378102070479,0.7202378102070479,56.032499207998626
5,1,Plain,98,0.00036979113527969593,0.0005999425687444319,0.02449372508918217,0.02482613598178143,2.4826135981781428,56.0576097080193
5,1,ResDyNet,99,5.232021270679951e-05,8.179706785417499e-05,0.009044173143752556,0.009166914035821472,0.9166914035821473,56.571187499997905
5,1,Plain,99,0.00036710985658922496,0.0007780074374277621,0.027892784683996006,0.02827132512323614,2.827132512323614,56.602084958023624
5,1,ResDyNet,100,5.283346019292475e-05,4.0455611051603744e-05,0.006360472549394719,0.00644679222309887,0.644679222309887,57.117120083014015
5,1,Plain,100,0.0008770441059293022,0.00048226041131109725,0.021960428304363677,0.02225845914891413,2.225845914891413,57.14219858299475
5,2,ResDyNet,0,0.7803638079415965,0.7787263955075215,0.8824547555016753,0.894430784949492,89.4430784949492,0.026356209011282772
5,2,Plain,0,0.9961357969939545,0.9863368655864643,0.993144936847822,1.0066231723443013,100.66231723443013,0.05256608402123675
5,2,ResDyNet,1,0.07154866702243427,0.006402896506223946,0.08001810111608464,0.08110404816249135,8.110404816249135,0.5705308750038967
5,2,Plain,1,0.36322790288838486,0.04349927235799082,0.20856479175064718,0.21139528030794838,21.13952803079484,0.5967767920228653
5,2,ResDyNet,2,0.0044890462616486585,0.004698975252377904,0.06854907185642928,0.06947936964003223,6.947936964003223,1.1179967920179479
5,2,Plain,2,0.025072526036282825,0.013359435934394696,0.11558302615174382,0.11715163430556823,11.715163430556823,1.1441486670228187
5,2,ResDyNet,3,0.0026418250310774345,0.002061710480101366,0.04540606215145028,0.04602227996210282,4.602227996210282,1.6660044169984758
5,2,Plain,3,0.028296282775214898,0.011329895033557025,0.1064419796582017,0.10788653222582409,10.78865322258241,1.6919582090049516
5,2,ResDyNet,4,0.0017330936379989267,0.0019310448667059568,0.04394365559106293,0.04454002669124937,4.454002669124937,2.21011195902247
5,2,Plain,4,0.012757161263298025,0.01386838907960208,0.11776412475623499,0.11936233318242818,11.936233318242818,2.2364571670186706
5,2,ResDyNet,5,0.0013225856462211957,0.0010156725834425066,0.03186961850167815,0.03230212961602962,3.230212961602962,2.7570779170200694
5,2,Plain,5,0.011384611777943306,0.008388920282303087,0.09159104913856532,0.0928340557570931,9.28340557570931,2.7832102500251494
5,2,ResDyNet,6,0.0009995444060926053,0.0007886284538352834,0.02808252933471776,0.028463644849348945,2.8463644849348944,3.351147667010082
5,2,Plain,6,0.00878128373675908,0.008163643019750845,0.0903528805282424,0.09157908362948372,9.157908362948373,3.3833461250178516
5,2,ResDyNet,7,0.000805908707030777,0.0006978661836524396,0.026417156994128638,0.026775671295419273,2.677567129541927,3.9026192919991445
5,2,Plain,7,0.006978600819417911,0.006173950467764112,0.07857448993002826,0.07964084534301964,7.964084534301964,3.9286914590047672
5,2,ResDyNet,8,0.0006793146933736551,0.0006085955982021229,0.02466973040392057,0.02500452991170847,2.500452991170847,4.444974167010514
5,2,Plain,8,0.005960970229799138,0.006234898459520594,0.07896137321197369,0.08003297912143366,8.003297912143365,4.475263042026199
5,2,ResDyNet,9,0.000578116526671653,0.0025419415954553975,0.050417671460068425,0.05110190316070997,5.110190316070997,4.993162792001385
5,2,Plain,9,0.004932829045354437,0.005195383317347626,0.07207900746644356,0.07305721095008481,7.305721095008481,5.018302209005924
5,2,ResDyNet,10,0.000752827507476689,0.0009802177614480503,0.031308429558955055,0.03173332462810768,3.1733324628107678,5.53443425000296
5,2,Plain,10,0.005038882896676698,0.003755025818700063,0.06127826546745643,0.062109889193402795,6.21098891934028,5.559434916998725
5,2,ResDyNet,11,0.0005090747821946743,0.00039814405927116384,0.01995354753599379,0.02022434246501383,2.022434246501383,6.078684542007977
5,2,Plain,11,0.003306627067710243,0.001977344167459855,0.04446733820974508,0.04507081634677793,4.507081634677793,6.1047837500227615
5,2,ResDyNet,12,0.0004398734839604756,0.0005923526468525432,0.024338295890479745,0.024668597411862968,2.4668597411862967,6.643556875002105
5,2,Plain,12,0.004738398790693446,0.006010212656672919,0.07752556131156305,0.07857768143379863,7.857768143379864,6.674500125023769
5,2,ResDyNet,13,0.00043315258300552706,0.0004743400534678025,0.021779349243441656,0.022074922615637333,2.207492261563733,7.217685542011168
5,2,Plain,13,0.003088638926641829,0.004509313486004526,0.06715142206986033,0.06806275197449009,6.806275197449009,7.243627167015802
5,2,ResDyNet,14,0.0004103949504047749,0.00039418261171721017,0.019854032631110744,0.020123477016747177,2.0123477016747175,7.767452750005759
5,2,Plain,14,0.010271761664600714,0.004746201692996557,0.06889268243432359,0.0698276434489577,6.98276434489577,7.793115417007357
5,2,ResDyNet,15,0.00034973594146581156,0.00032528836929607237,0.018035752529242364,0.018280520549423692,1.828052054942369,8.309367709007347
5,2,Plain,15,0.006891627081452826,0.0017475637256823887,0.04180387213742751,0.04237120366420475,4.237120366420475,8.33567820902681
5,2,ResDyNet,16,0.0003703671508396329,0.0015736208168707552,0.03966888978621352,0.04020724689662629,4.020724689662629,8.85141908400692
5,2,Plain,16,0.0018317541641027085,0.0017339152138319638,0.04164030756168791,0.04220541930987201,4.220541930987201,8.88228450002498
5,2,ResDyNet,17,0.0004541246643263891,0.0003660278401093029,0.019131854068785464,0.019391497576048168,1.939149757604817,9.405224500020267
5,2,Plain,17,0.002242051837079733,0.0017805026120086738,0.04219600232259774,0.0427686555529702,4.27686555529702,9.43021362501895
5,2,ResDyNet,18,0.00032347771853358535,0.0002514534420918082,0.015857283565977123,0.016072487001353886,1.6072487001353886,10.025720750010805
5,2,Plain,18,0.0028623665895796263,0.004052463963411164,0.06365896608814162,0.06452289893879042,6.452289893879041,10.061956334015122
5,2,ResDyNet,19,0.00031454176566077116,0.0004588168145333127,0.0214200096763123,0.02171070635515812,2.1710706355158123,10.594541416998254
5,2,Plain,19,0.0035848542360685533,0.002405117202123924,0.049041994271480475,0.0497075562891513,4.97075562891513,10.619729750003899
5,2,ResDyNet,20,0.0003441239635947199,0.0003204901976595226,0.017902240017928558,0.018145196104118733,1.8145196104118733,11.139660834014649
5,2,Plain,20,0.0029935821481059015,0.001537646890486332,0.03921284088772875,0.03974500883659658,3.9745008836596583,11.164784959022654
5,2,ResDyNet,21,0.0002963582278319914,0.00034969128470521156,0.018700034350375174,0.01895381751677441,1.895381751677441,11.690379209001549
5,2,Plain,21,0.0011367111075206802,0.0011992305107387875,0.03462990774949866,0.03509987948731019,3.5099879487310193,11.715931667014956
5,2,ResDyNet,22,0.00027983948370543236,0.00042568584024598,0.02063215549199792,0.020912159991042893,2.091215999104289,12.259746834024554
5,2,Plain,22,0.0009452555960915931,0.001030177129268429,0.03209637252507561,0.03253196097891071,3.253196097891071,12.290085375017952
5,2,ResDyNet,23,0.0003143412047668732,0.0004720336778008252,0.02172633604179097,0.022021189957651767,2.2021189957651766,12.83448704201146
5,2,Plain,23,0.0009871848874843827,0.003811939674379046,0.06174090762516409,0.0625788099915393,6.2578809991539295,12.863097749999724
5,2,ResDyNet,24,0.00041175463573163987,0.0003072867156792584,0.01752959542257774,0.01776749424932241,1.776749424932241,13.407467500015628
5,2,Plain,24,0.0011125760568862415,0.000631581441483723,0.025131284119274983,0.0254723474959495,2.54723474959495,13.43343829200603
5,2,ResDyNet,25,0.00032925528208662097,0.001000299908140812,0.03162751821026766,0.03205674371682883,3.2056743716828833,13.953867834003177
5,2,Plain,25,0.0010537019543595952,0.001169876050948337,0.034203450863156154,0.034667635040532184,3.4667635040532185,13.979058042023098
5,2,ResDyNet,26,0.0002820790142081247,0.0002096610785954488,0.014479678124718407,0.014676185708291859,1.4676185708291858,14.501200124999741
5,2,Plain,26,0.0025260060992615607,0.003849415682426335,0.062043659486093625,0.06288567057892677,6.288567057892677,14.52933795901481
5,2,ResDyNet,27,0.0001972228613839794,0.00020638628707166836,0.014366150739556799,0.014561117612629964,1.4561117612629964,15.059370875009336
5,2,Plain,27,0.002712613138252117,0.0008059925115095052,0.02839000724743664,0.028775295627038313,2.877529562703831,15.085655084025348
5,2,ResDyNet,28,0.0002177008294063882,0.0004069305410308797,0.020172519451741266,0.020446286107181143,2.044628610718114,15.614246625016676
5,2,Plain,28,0.000796116336923037,0.0007071086293270351,0.026591514235316405,0.026952394785348846,2.6952394785348845,15.63942216700525
5,2,ResDyNet,29,0.0002758314690048703,0.000743991607908068,0.027276209559029055,0.02764638229238131,2.7646382292381313,16.174422917014454
5,2,Plain,29,0.0006294940848767357,0.0010106696581621357,0.03179103109624058,0.032222475679899255,3.2222475679899256,16.199599417013815
5,2,ResDyNet,30,0.00028077044997251575,0.00018517422203968224,0.013607873531146673,0.013792549621467622,1.3792549621467622,16.748932334012352
5,2,Plain,30,0.0007959041938188468,0.0008764249139378066,0.029604474559394002,0.03000624479962449,3.000624479962449,16.77662570902612
5,2,ResDyNet,31,0.00023084707639418645,0.0001550916068200134,0.012453578072988235,0.012622588910997719,1.2622588910997719,17.300921542017022
5,2,Plain,31,0.00437753977759179,0.003834820503211291,0.06192592755228856,0.06276634087356751,6.276634087356752,17.326629500021227
5,2,ResDyNet,32,0.00017692570332460022,0.00015190561552201297,0.012324999615497477,0.012492265480879566,1.2492265480879565,17.883229500002926
5,2,Plain,32,0.0018128992781330008,0.0005657744360065468,0.023786013453425667,0.024108819802179996,2.4108819802179995,17.918155334016774
5,2,ResDyNet,33,0.00019539992143124984,0.0004773887337073791,0.021849227302295594,0.022145749008312777,2.214574900831278,18.44752908402006
5,2,Plain,33,0.0005683410541973703,0.0008165312695879962,0.02857501127887785,0.028962810397658717,2.8962810397658716,18.473283084022114
5,2,ResDyNet,34,0.0003171127214066639,0.00015541116765813626,0.012466401552097392,0.012635586420970756,1.2635586420970755,19.012847542006057
5,2,Plain,34,0.0005784679522229752,0.0007940672975867212,0.028179199732900884,0.028561627187354655,2.8561627187354657,19.038014334015315
5,2,ResDyNet,35,0.00021249650975783407,0.00036085297240333444,0.0189961304586838,0.019253932024542474,1.9253932024542473,19.603644584014546
5,2,Plain,35,0.0007037088311526106,0.00235062399502719,0.04848323416426745,0.04914121309911558,4.914121309911558,19.628959334018873
5,2,ResDyNet,36,0.00027372067401713743,0.00028519391302381247,0.016887685247653463,0.017116872539772912,1.7116872539772912,20.233689334010705
5,2,Plain,36,0.003251767762637325,0.00039681300614144416,0.019920165816113184,0.020190507712886736,2.0190507712886734,20.25898229199811
5,2,ResDyNet,37,0.0001680476183758091,0.00018081623610249136,0.013446792781272842,0.01362928280166563,1.362928280166563,20.79023862502072
5,2,Plain,37,0.0004937684299511732,0.001797625382053489,0.04239841249449665,0.042973812687434707,4.297381268743471,20.815274874999886
5,2,ResDyNet,38,0.00016238880454088177,0.00015486737608554535,0.012444572153575443,0.01261346076984447,1.261346076984447,21.383640209009172
5,2,Plain,38,0.00847084543962386,0.012486227984529011,0.11174179157561871,0.11325826930789705,11.325826930789704,21.408875792025356
5,2,ResDyNet,39,0.0001488054745560495,0.00014293467113519326,0.011955528893996837,0.012117780573424108,1.2117780573424108,21.924042792001273
5,2,Plain,39,0.004411232162352616,0.0009534422102682497,0.03087785954803619,0.031296911236439864,3.1296911236439864,21.949722417019075
5,2,ResDyNet,40,0.0001910751109066443,0.0004297139552126324,0.020729543053638024,0.021010869225322623,2.101086922532262,22.46462879201863
5,2,Plain,40,0.0007662816295797745,0.0005303524169084531,0.023029381600652092,0.023341919496215505,2.3341919496215504,22.489569875004236
5,2,ResDyNet,41,0.0001784630321147809,0.00016687541033594765,0.012918026565073619,0.013093340557758773,1.3093340557758772,23.00557312500314
5,2,Plain,41,0.0005951927491141544,0.0013904692168464163,0.03728899592167126,0.03779505485608493,3.779505485608493,23.035952667007223
5,2,ResDyNet,42,0.00021288509605393873,0.0002579678548875617,0.016061377739395886,0.016279350991373166,1.6279350991373165,23.55462316700141
5,2,Plain,42,0.0005860210562366052,0.0004166457169150436,0.020411901354725474,0.020688916725979438,2.068891672597944,23.579357709008036
5,2,ResDyNet,43,0.00015749731516469739,0.0001640839817509474,0.012809526991694402,0.012983368507657363,1.2983368507657362,24.09893504201318
5,2,Plain,43,0.0004400592856237231,0.0013346188975254518,0.03653243623857369,0.037028227699230414,3.702822769923041,24.12415700001293
5,2,ResDyNet,44,0.00014891719996356552,0.00012318128542471103,0.011098706475293011,0.01124932998856902,1.1249329988569021,24.639717209007358
5,2,Plain,44,0.0006633329781159938,0.002414377344831735,0.04913631391172658,0.04980315596645545,4.9803155966455455,24.66593733400805
5,2,ResDyNet,45,0.00013984827508843457,0.00012212414518043287,0.011050979376527352,0.01120095517258419,1.120095517258419,25.244315334013663
5,2,Plain,45,0.0007588554604575695,0.0008694468813352757,0.029486384677258684,0.02988655228812248,2.988655228812248,25.270844000013312
5,2,ResDyNet,46,0.00012801458793078866,0.00016260570163813298,0.012751694069343608,0.012924750719253315,1.2924750719253315,25.83162425001501
5,2,Plain,46,0.000815523499336342,0.0006739794481233811,0.025961114154122528,0.02631343937608946,2.631343937608946,25.856867375026923
5,2,ResDyNet,47,0.00022745943154851465,0.00010622328568252752,0.010306468147844224,0.010446339982940627,1.0446339982940627,26.434709542023484
5,2,Plain,47,0.0008419380938737477,0.0013669940737313692,0.03697288295131135,0.03747465183207834,3.7474651832078343,26.46092025001417
5,2,ResDyNet,48,0.00014720050738604176,0.00011092974605139573,0.010532319120279054,0.010675256039313002,1.0675256039313001,26.978187625005376
5,2,Plain,48,0.0010061392642681842,0.001074988169105795,0.0327870122015684,0.033231973511124356,3.3231973511124355,27.00308875000337
5,2,ResDyNet,49,0.00011763311543676192,0.0001712707049522874,0.0130870433999543,0.013264651165299287,1.3264651165299286,27.51826108401292
5,2,Plain,49,0.0005654249044088916,0.002367441012989148,0.04865635634723532,0.04931668476951991,4.931668476951991,27.549246542010223
5,2,ResDyNet,50,0.00012781190351492317,0.00018900138389597312,0.013747777416585312,0.01393435217994466,1.393435217994466,28.06406808400061
5,2,Plain,50,0.0006501126771152127,0.00034702244765740566,0.01862853852714715,0.01888135140461198,1.8881351404611981,28.089201709022745
5,2,ResDyNet,51,0.0001684485717952494,0.00037423072776467223,0.019345044010409287,0.019607580775374948,1.9607580775374949,28.604569459013874
5,2,Plain,51,0.0007656245215125103,0.0013779286731324671,0.03712046165031446,0.03762423336106692,3.762423336106692,28.629644417000236
5,2,ResDyNet,52,0.00014574829950522985,0.0003283408167992409,0.018120177063131616,0.018366090831236758,1.8366090831236759,29.159195750020444
5,2,Plain,52,0.0006791098906683392,0.001403244084925274,0.03745989969187417,0.03796827800705148,3.796827800705148,29.1857707920135
5,2,ResDyNet,53,0.00016690782233299875,0.00017121513799822673,0.013084920251886395,0.01326249920342124,1.326249920342124,29.703873125021346
5,2,Plain,53,0.004604562185075679,0.0038497368486704493,0.06204624765987423,0.0628882938775058,6.28882938775058,29.729039500001818
5,2,ResDyNet,54,0.000123131769475109,0.00010291055910785068,0.010144484171600382,0.010282157678842042,1.028215767884204,30.253929209022317
5,2,Plain,54,0.000927329977857687,0.0005490719369007087,0.02343228407348948,0.023750289866244466,2.3750289866244465,30.27980329201091
5,2,ResDyNet,55,9.07639458445365e-05,0.00035591032734027384,0.018865585793721697,0.019121615703025636,1.9121615703025636,30.795621959026903
5,2,Plain,55,0.0005352427450464887,0.0015224222295480904,0.03901822945173307,0.03954775627676556,3.9547756276765558,30.82076241701725
5,2,ResDyNet,56,0.00015113552361544367,0.0001032489328551052,0.010161148205547699,0.010299047864849878,1.0299047864849877,31.375658083998132
5,2,Plain,56,0.0005661735802523913,0.00043394204554218264,0.020831275658062386,0.02111398247012406,2.111398247012406,31.402208042010898
5,2,ResDyNet,57,0.00010462594566594603,0.0001346135697491381,0.011602308811143502,0.011759766846378323,1.1759766846378323,31.933655291999457
5,2,Plain,57,0.0005945594870432577,0.00039903321980680153,0.019975815873370516,0.02024691301195146,2.024691301195146,31.96121450001374
5,2,ResDyNet,58,0.00013175846283431015,0.0007290630092389766,0.02700116681254676,0.027367606867242412,2.7367606867242413,32.477543375018286
5,2,Plain,58,0.0006002683787603429,0.0015488085448147652,0.03935490496513446,0.039889000903583494,3.9889000903583494,32.50269104199833
5,2,ResDyNet,59,0.00024962581884257194,0.00010070187304367922,0.010035032289119913,0.010171220395597928,1.0171220395597929,33.028717959008645
5,2,Plain,59,0.0006976189622160172,0.0006947377922804728,0.026357879130925403,0.026715588956484113,2.671558895648411,33.05869758402696
5,2,ResDyNet,60,7.588988200626856e-05,9.640148988889235e-05,0.009818426039284114,0.009951674524426937,0.9951674524426937,33.584040709014516
5,2,Plain,60,0.0007883158631449344,0.0002874126346178011,0.016953248497494543,0.01718332556600864,1.7183325566008638,33.61028366701794
5,2,ResDyNet,61,0.00010474039278151035,0.00023202097413760776,0.0152322347059651,0.015438955436129886,1.5438955436129886,34.13278654200258
5,2,Plain,61,0.0012587347428130308,0.0009263063338737536,0.030435281071049,0.03084832640859976,3.084832640859976,34.16054583402001
5,2,ResDyNet,62,9.438439090987023e-05,0.00011110510064742938,0.010540640428713494,0.010683690278449252,1.0683690278449252,34.682167584018316
5,2,Plain,62,0.0006117198475310336,0.00028076659450095254,0.016756091265595106,0.016983492660596927,1.6983492660596928,34.707364375004545
5,2,ResDyNet,63,9.301782180770679e-05,0.0001191091603977613,0.010913714326376759,0.011061827261734497,1.1061827261734496,35.223845584027
5,2,Plain,63,0.0006781298667063401,0.0003821942236930656,0.01954978832860002,0.01981510373345474,1.9815103733454738,35.24898025000584
5,2,ResDyNet,64,0.0001925501541568814,0.00033825983445920837,0.018391841518978144,0.018641442118054345,1.8641442118054345,35.77005208400078
5,2,Plain,64,0.0006188491930736947,0.0004184064204569768,0.020454985222604707,0.02073258529654992,2.073258529654992,35.795266750006704
5,2,ResDyNet,65,0.00013014788328618275,0.00010051218086191292,0.010025576335648385,0.010161636112853395,1.0161636112853394,36.3246799170156
5,2,Plain,65,0.0005943865508414752,0.00060716961883173,0.024640812057067637,0.024975219106237876,2.497521910623788,36.349812334025046
5,2,ResDyNet,66,8.569034610716099e-05,9.644323681063475e-05,0.009820551756934777,0.009953829090760235,0.9953829090760236,36.87324429201544
5,2,Plain,66,0.0005866639459134015,0.0005782867067174184,0.024047592534751132,0.024373948843162154,2.437394884316215,36.9011797500134
5,2,ResDyNet,67,8.810414844145277e-05,0.00011654606085115253,0.010795650089325447,0.010942160743352787,1.0942160743352787,37.466778000001796
5,2,Plain,67,0.0006406354869269213,0.002652908408527737,0.05150639191913696,0.052205398936243125,5.220539893624313,37.49197958401055
5,2,ResDyNet,68,9.314595354259437e-05,0.0005938056366200469,0.02436812747463471,0.02469883384842321,2.469883384842321,38.010681709012715
5,2,Plain,68,0.0007371066263822584,0.0012861220835442622,0.035862544298254445,0.03634924447626568,3.634924447626568,38.035758542013355
5,2,ResDyNet,69,0.00015822744145882288,0.00033509529836422134,0.018305608385525498,0.018554038691689607,1.8554038691689607,38.550669042015215
5,2,Plain,69,0.0034763167813778445,0.0035866128686316842,0.059888336666096206,0.06070109729662416,6.070109729662416,38.57585295900935
5,2,ResDyNet,70,0.00020567621832847567,6.766199419760169e-05,0.008225691107597079,0.008337324161098189,0.8337324161098189,39.08989308401942
5,2,Plain,70,0.0007606753953610651,0.0002629887985713435,0.01621692938170921,0.01643701366661751,1.6437013666617513,39.11606108400156
5,2,ResDyNet,71,7.99670454613219e-05,9.098534395369099e-05,0.009538623797681245,0.009668075011786532,0.9668075011786532,39.6317525000195
5,2,Plain,71,0.0005290979820977738,0.00312488363438949,0.055900658622144064,0.05665930140766631,5.665930140766632,39.656952417019056
5,2,ResDyNet,72,8.306695937455797e-05,0.00010786645945711488,0.010385877885721307,0.01052682741160393,1.052682741160393,40.171805667021545
5,2,Plain,72,0.0005756507197541417,0.0007672042978172656,0.027698452985993015,0.028074356097796904,2.8074356097796906,40.210016542027006
5,2,ResDyNet,73,7.113735168911997e-05,6.767543757831792e-05,0.008226508225141328,0.00833815236796312,0.833815236796312,40.737032334000105
5,2,Plain,73,0.0005873351898023013,0.0014325271488807273,0.037848740386976255,0.03836239576319949,3.836239576319949,40.76244604200474
5,2,ResDyNet,74,5.3803470508754767e-05,5.2089365099173423e-05,0.007217296245767761,0.007315244102962767,0.7315244102962767,41.28078316702158
5,2,Plain,74,0.0006771948928991095,0.00022967839266588183,0.015155144099146067,0.015360818612072339,1.536081861207234,41.30646025002352
5,2,ResDyNet,75,4.7943781936891096e-05,0.0003080202569517435,0.017550505888769805,0.01778868849704245,1.7788688497042449,41.849916500010295
5,2,Plain,75,0.0004932904296198502,0.0005921850541860262,0.02433485266415283,0.024665107456590882,2.4665107456590882,41.87507520901272
5,2,ResDyNet,76,0.00012777915902945859,9.584474398754513e-05,0.009790032890013452,0.009922896044135435,0.9922896044135435,42.41297362500336
5,2,Plain,76,0.0006321916401597391,0.000517960538868496,0.022758746425682062,0.02306761145892041,2.306761145892041,42.438163959013764
5,2,ResDyNet,77,7.968309280326028e-05,6.141475004285305e-05,0.00783675634703881,0.007943111062906532,0.7943111062906532,42.957835084002
5,2,Plain,77,0.003713577469938426,0.010004516232732406,0.10002257861469283,0.10138001177426047,10.138001177426046,42.983025542023825
5,2,ResDyNet,78,7.143625796358894e-05,0.0004772521755577286,0.021846102067822733,0.022142581360447226,2.2142581360447227,43.55304187501315
5,2,Plain,78,0.0029681854451430382,0.0005028254501194773,0.022423769757100996,0.022728088732400113,2.2728088732400114,43.57890975000919
5,2,ResDyNet,79,0.00015002626161787503,9.751328974695958e-05,0.009874881758631826,0.010008896419437694,1.0008896419437694,44.10489158402197
5,2,Plain,79,0.00036268045628826465,0.00042617289557240166,0.020643955424588613,0.020924120063673977,2.0924120063673977,44.1300750420196
5,2,ResDyNet,80,0.00011392124154002287,6.477457465622771e-05,0.008048265319696395,0.008157490480387755,0.8157490480387756,44.646072333998745
5,2,Plain,80,0.0003601473250360392,0.0004645098097200161,0.021552489640874813,0.021844984240743725,2.1844984240743726,44.671112209005514
