training_horizon,seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,val_nrmse_percent,wall_time_sec
5,0,ResDyNet,12,0.00042016656055866554,0.00037737099633842645,0.019426039131496327,0.019689675102907665,1.9689675102907664,6.602584207983455
5,0,Plain,12,0.003959709452552314,0.00208654903495462,0.04567875912231658,0.0462986777764776,4.62986777764776,6.628753541997867
5,0,ResDyNet,13,0.00040469406927562705,0.00037188073733944503,0.01928420953369479,0.019545920697710335,1.9545920697710335,7.148618917010026
5,0,Plain,13,0.002114194803772267,0.002526895722785923,0.05026823771315166,0.05095044140845648,5.095044140845649,7.178283707995433
5,0,ResDyNet,14,0.00035904374640091094,0.00033215839991105353,0.018225213302210032,0.018472552545201505,1.8472552545201506,7.694914666994009
5,0,Plain,14,0.004834227872556868,0.004999746816687891,0.07070888781962202,0.0716684970431779,7.166849704317791,7.720923582994146
5,0,ResDyNet,15,0.00041750953677077517,0.0008860279513416911,0.02976622165041595,0.030170187003668494,3.017018700366849,8.238599042000715
5,0,Plain,15,0.004153919990413506,0.0050478519018712495,0.07104823644448362,0.07201245105896645,7.2012451058966445,8.263680832984392
5,0,ResDyNet,16,0.00036492531565505027,0.00029757794507022514,0.017250447677385802,0.01748455811543874,1.748455811543874,8.784372499998426
5,0,Plain,16,0.0018802993835629654,0.002129447235888002,0.04614593412087355,0.04677219293185861,4.6772192931858605,8.810597125004278
5,0,ResDyNet,17,0.00031507079853919606,0.0012641235084914822,0.035554514600701304,0.03603703442532252,3.603703442532252,9.328080499981297
5,0,Plain,17,0.0013445980146465173,0.000800014270020442,0.028284523507042542,0.028668380338597872,2.8668380338597874,9.3530950830027
5,0,ResDyNet,18,0.00036830722736241417,0.0005754213523296133,0.023987941811035255,0.024313488583524633,2.431348858352463,9.872188749985071
5,0,Plain,18,0.004235642727709556,0.004335036225871991,0.06584099198730219,0.06673453769488367,6.6734537694883675,9.902748249995057
5,0,ResDyNet,19,0.00030093314181015317,0.0004186688467591035,0.020461398944331823,0.02073908606060957,2.073908606060957,10.455812083004275
5,0,Plain,19,0.003475001480902149,0.0027921763759955194,0.052841048210605354,0.053558168205118786,5.355816820511879,10.480944624985568
5,0,ResDyNet,20,0.00033595042236037124,0.00025864191411396914,0.016082347904269736,0.01630060574796176,1.630060574796176,10.999814791983226
5,0,Plain,20,0.0030030763130900174,0.0018447417648188153,0.042950457096738975,0.0435333492345861,4.35333492345861,11.027224541991018
5,0,ResDyNet,21,0.0003101490643150011,0.001167327520451964,0.03416617509250873,0.03462985339043408,3.462985339043408,11.560973749990808
5,0,Plain,21,0.0012800045438754006,0.0008342569028721963,0.028883505723374305,0.029275491502750228,2.9275491502750226,11.586329207988456
5,0,ResDyNet,22,0.00042792849744024465,0.0002629748456189753,0.016216499178891088,0.01643657762540191,1.6436577625401911,12.120732832991052
5,0,Plain,22,0.0009793382403332847,0.0012000102928634833,0.03464116471574655,0.03511128922485705,3.5111289224857045,12.146032791992184
5,0,ResDyNet,23,0.00021342157047673347,0.00021681217457385237,0.014724543272164757,0.014924373986129063,1.4924373986129063,12.665387249988271
5,0,Plain,23,0.0010903635962395638,0.001276985467480431,0.035734933433272706,0.036219901770113215,3.6219901770113214,12.692519250005716
5,0,ResDyNet,24,0.00023667955588775895,0.00029913844542953154,0.01729561925545112,0.017530342729068477,1.7530342729068478,13.209236374998
5,0,Plain,24,0.0010496202910444906,0.001896020554117053,0.0435433181339807,0.04413425614749024,4.413425614749024,13.234281499986537
5,0,ResDyNet,25,0.00023760602794247536,0.0002146020075650899,0.014649300582795406,0.014848110158103025,1.4848110158103025,13.78246724998462
5,0,Plain,25,0.0033417645761161458,0.0016564324706324512,0.04069929324487651,0.04125163423614793,4.125163423614793,13.809012874990003
5,0,ResDyNet,26,0.0002220867418187953,0.0003781704067822884,0.019446603990987438,0.0197105190536058,1.97105190536058,14.329408082994632
5,0,Plain,26,0.0012974334962253416,0.0009532365983768871,0.03087452992965054,0.031293536430912795,3.1293536430912794,14.354540083004395
5,0,ResDyNet,27,0.0002712225990990964,0.0006265020961005915,0.025030023893328417,0.025369713040400487,2.5369713040400486,14.87545091699576
5,0,Plain,27,0.0011134768269621482,0.0005609439327837088,0.02368425495521674,0.02400568031218252,2.4005680312182522,14.905670457985252
5,0,ResDyNet,28,0.00022042351599956718,0.00021955019551847624,0.01481722630988932,0.015018314850141243,1.5018314850141243,15.422998833004385
5,0,Plain,28,0.0008399402515337471,0.0008935663513814018,0.029892580206154866,0.030298260405154546,3.0298260405154545,15.448003750003409
5,0,ResDyNet,29,0.00026555674654332376,0.0003444216622636412,0.018558600762547835,0.018810464495908525,1.8810464495908525,15.985022167005809
5,0,Plain,29,0.0013078260390462825,0.0013887517675138556,0.037265959903293185,0.03777170620974181,3.777170620974181,16.013864292006474
5,0,ResDyNet,30,0.00029515953448686706,0.00018110191021005487,0.013457410977229418,0.013640045099998749,1.3640045099998748,16.538065125001594
5,0,Plain,30,0.0010463042280214603,0.001199382488947636,0.03463210200013329,0.03510210351670691,3.510210351670691,16.565371625008993
5,0,ResDyNet,31,0.0001655495431145406,0.0011916098747299648,0.03451970270338325,0.034988178819046055,3.4988178819046056,17.086094250000315
5,0,Plain,31,0.001459748543690291,0.005668752008788718,0.07529111507202371,0.07631291092687058,7.631291092687058,17.111215167009505
5,0,ResDyNet,32,0.0004038887485112529,0.0018001827730693414,0.04242856081779515,0.0430043701616901,4.30043701616901,17.62476433298434
5,0,Plain,32,0.004322241594686465,0.008106014971553503,0.09003341030724928,0.09125527779269788,9.125527779269788,17.655600708007114
5,0,ResDyNet,33,0.0003143424437644416,0.0001420829179703211,0.011919853940813248,0.012081621465911687,1.2081621465911687,18.16992879199097
5,0,Plain,33,0.0011348792834716247,0.0013665340510778355,0.036966661346108,0.037468345791807176,3.7468345791807174,18.19617300000391
5,0,ResDyNet,34,0.0001569869154876104,0.0001415511467628199,0.01189752691792794,0.012058991437028746,1.2058991437028745,18.709732582996367
5,0,Plain,34,0.0007912451988065515,0.0005987272970612356,0.024468904696803156,0.024800978745220678,2.480097874522068,18.73574516698136
5,0,ResDyNet,35,0.00014502631549290153,0.0002803111762134529,0.016742496116572726,0.016969713008171936,1.6969713008171936,19.24961658299435
5,0,Plain,35,0.0007993479897161056,0.0005894494264229774,0.024278579580012036,0.024608070675378266,2.460807067537827,19.28001870799926
5,0,ResDyNet,36,0.00016039702332995115,0.00016123077288944756,0.012697668009892511,0.012869991457703298,1.2869991457703298,19.798143166990485
5,0,Plain,36,0.0006749565111696782,0.00559452428309825,0.07479655261506542,0.0758116366305671,7.58116366305671,19.82325650000712
5,0,ResDyNet,37,0.0001277644316244291,0.00012229649747280382,0.011058774682251365,0.011208856270486584,1.1208856270486585,20.337099041993497
5,0,Plain,37,0.001445799302328846,0.0032830227796326428,0.057297668186695364,0.058075270162566625,5.807527016256662,20.363270707981428
5,0,ResDyNet,38,0.00016208592271741283,0.00010579428767909873,0.010285635015841206,0.010425224118932595,1.0425224118932594,20.87789691699436
5,0,Plain,38,0.001144331852191263,0.00038311899207452355,0.01957342566017823,0.01983906185358022,1.9839061853580218,20.9041692079918
5,0,ResDyNet,39,0.00012126554502985426,9.889473021700682e-05,0.009944582958425497,0.010079543552851275,1.0079543552851276,21.419849375000922
5,0,Plain,39,0.0005126440100497103,0.0007291506598946825,0.027002789853914775,0.02736925193533882,2.736925193533882,21.450485292007215
5,0,ResDyNet,40,0.00013187133978156374,0.00021494666763020629,0.01466105956710518,0.014860028726733119,1.4860028726733119,21.965798374993028
5,0,Plain,40,0.013434535131258222,0.0022305353996519978,0.04722854433128336,0.047869495534914666,4.786949553491467,21.990872124995803
5,0,ResDyNet,41,0.0001663164747023169,0.0004042087571156724,0.02010494359891796,0.020377793164389965,2.0377793164389963,22.50490591698326
5,0,Plain,41,0.0006622853505014948,0.0009544358794947512,0.030893945677021434,0.03131321567458287,3.131321567458287,22.530023333005374
5,0,ResDyNet,42,0.00015685000995940642,0.00014276738789469181,0.011948530783937072,0.012110687490141488,1.2110687490141487,23.04715537498123
5,0,Plain,42,0.0006175501214830053,0.002223961833815917,0.04715889983678496,0.04779890587635908,4.779890587635908,23.072245374991326
5,0,ResDyNet,43,0.00012235538447492278,9.623853550200767e-05,0.009810124132854163,0.009943259950604966,0.9943259950604966,23.602357083000243
5,0,Plain,43,0.003207013497282696,0.002608524972745907,0.051073720960449966,0.05176685608428325,5.176685608428325,23.629039374995045
5,0,ResDyNet,44,0.00026177985488035185,0.0009437397210655838,0.030720347020591805,0.03113726106436802,3.1137261064368023,24.211509499989916
5,0,Plain,44,0.003576269064530715,0.001560330208118218,0.03950101527958766,0.040037094120182797,4.00370941201828,24.23702020800556
5,0,ResDyNet,45,0.00016448385673766488,9.492568662048356e-05,0.009742981403065674,0.00987520600887712,0.9875206008877121,24.767282707995037
5,0,Plain,45,0.0005786101597871903,0.0009147147862841425,0.03024425211976885,0.03065470495234227,3.065470495234227,24.794121291983174
5,0,ResDyNet,46,9.868773600828066e-05,0.00025018227085910944,0.015817151161290375,0.016031809949072072,1.6031809949072071,25.31891058300971
5,0,Plain,46,0.0006083281113594713,0.0006379123715749763,0.025256927199779792,0.02559969571229573,2.559969571229573,25.343983750004554
5,0,ResDyNet,47,0.00010511954638107792,0.0001613560867760174,0.012702601575111196,0.012874991977654758,1.2874991977654757,25.903628000000026
5,0,Plain,47,0.000523248909440378,0.000545745984468245,0.023361206828163762,0.023678248012616983,2.3678248012616985,25.929185957997106
5,0,ResDyNet,48,0.00010804905064952534,0.00011379083293669452,0.010667278609687409,0.010812047100039138,1.081204710003914,26.4529324999894
5,0,Plain,48,0.0006522314409220785,0.0008915466081195788,0.029858777739880424,0.030263999196571804,3.0263999196571802,26.478045124997152
5,0,ResDyNet,49,0.00010770743210895049,0.00035414257594274835,0.018818676253731247,0.019074069541124766,1.9074069541124765,26.99456012499286
5,0,Plain,49,0.0005658715815153878,0.0003477912272114567,0.018649161568592212,0.018902254326866923,1.8902254326866923,27.020038957998622
5,0,ResDyNet,50,0.0001972844005675644,0.00010783437372638145,0.010384333090111346,0.010525261651159681,1.052526165115968,27.538510124984896
5,0,Plain,50,0.0009412056588178534,0.0011738901369979411,0.034262080161571354,0.034727060012833155,3.4727060012833153,27.563546666991897
5,0,ResDyNet,51,0.00013143653233448622,0.00014407320663851106,0.012003049889028665,0.012165946488586224,1.2165946488586223,28.075131332996534
5,0,Plain,51,0.0007875974176939007,0.00033229978880622724,0.018229091826150505,0.018476483705627458,1.8476483705627458,28.100145582982805
5,0,ResDyNet,52,9.951285103354849e-05,0.00013038510671852243,0.011418629809154968,0.011573595087539598,1.1573595087539599,28.617540167004336
5,0,Plain,52,0.000536624860441576,0.0020309227655839843,0.045065760457180616,0.045677359942546444,4.567735994254645,28.64252554200357
5,0,ResDyNet,53,0.00013082331233212231,0.0001463481050044494,0.012097442085186826,0.01226161970647812,1.226161970647812,29.160088332981104
5,0,Plain,53,0.0006254340729419831,0.0015120029276463212,0.038884481835898516,0.03941219353627354,3.941219353627354,29.18519516699598
5,0,ResDyNet,54,0.00011905373663691989,0.00024002306337029384,0.015492677734023057,0.015702933006161872,1.5702933006161872,29.703551791986683
5,0,Plain,54,0.0006284455267548731,0.0008450761285907293,0.029070193129573964,0.02946471249365805,2.9464712493658047,29.728607249999186
5,0,ResDyNet,55,0.00018251616957907002,9.745080079485649e-05,0.009871717216110706,0.01000568893006385,1.000568893006385,30.2431732499972
5,0,Plain,55,0.0006843782082863466,0.0008690030287747913,0.029478857317996425,0.029878922773054924,2.9878922773054923,30.268195416982053
5,0,ResDyNet,56,9.771103039917138e-05,0.0002337640268350966,0.015289343571098681,0.01549683934094262,1.5496839340942619,30.782387332990766
5,0,Plain,56,0.0030818641068638,0.003880902034312609,0.06229688623288173,0.06314233393360622,6.314233393360621,30.807436500006588
5,0,ResDyNet,57,9.723087348516304e-05,0.00013866735817299794,0.011775710516694862,0.011935521832841864,1.1935521832841864,31.321021582989488
5,0,Plain,57,0.002102615227254852,0.0004266966612532446,0.020656637220352318,0.020936973967478994,2.0936973967478996,31.34609554198687
5,0,ResDyNet,58,0.00011056587536524617,7.599375377424863e-05,0.008717439634104077,0.008835746338347791,0.8835746338347791,31.858805041993037
5,0,Plain,58,0.0005751589746217471,0.0005046151408121492,0.022463640417620407,0.02276850048831451,2.276850048831451,31.884663542005
5,0,ResDyNet,59,0.00011357053220742796,0.00011254690508362383,0.010608812614219549,0.010752787646913474,1.0752787646913473,32.39881562499795
5,0,Plain,59,0.004291005354819252,0.0027200972886823062,0.052154551945945295,0.05286235531608776,5.286235531608776,32.42387924998184
5,0,ResDyNet,60,0.00011023087970558798,0.0002753474289885133,0.016593596023421607,0.016818792152042045,1.6818792152042046,32.93629599999986
5,0,Plain,60,0.0007517871505094846,0.001034563656811926,0.032164633634038584,0.03260114847763586,3.2601148477635857,32.96567966698785
5,0,ResDyNet,61,0.0001314100323638683,7.727875835499692e-05,0.008790833769045854,0.008910136524719831,0.891013652471983,33.48071045798133
5,0,Plain,61,0.0005636354933605684,0.0005469993476607406,0.02338801718104253,0.023705422215963525,2.3705422215963523,33.505769417010015
5,0,ResDyNet,62,0.00013772572806329848,0.0001406283680334459,0.011858683233540133,0.012019620594613641,1.201962059461364,34.01769716700073
5,0,Plain,62,0.000496233648398465,0.00036936480585338284,0.01921886588364107,0.0194796902515094,1.94796902515094,34.04271579199121
5,0,ResDyNet,63,0.000148946265439709,0.00014188680152498606,0.01191162463835165,0.012073280481385937,1.2073280481385937,34.555050249997294
5,0,Plain,63,0.00044278771966671564,0.000575986268504098,0.023999713925463736,0.024325420460465784,2.4325420460465783,34.580060167005286
5,0,ResDyNet,64,8.813265765341801e-05,0.000485510649959051,0.022034306205529843,0.022333339666831344,2.2333339666831344,35.0982342500065
5,0,Plain,64,0.0006058509566310115,0.0005708799357824195,0.02389309389305662,0.02421735345908958,2.421735345908958,35.12329270798364
5,0,ResDyNet,65,0.00015160001728671573,9.153810953658787e-05,0.009567555044868456,0.00969739889266529,0.969739889266529,35.64251004200196
5,0,Plain,65,0.0005436373576326288,0.0004836104835695603,0.02199114557201512,0.022289593288818407,2.2289593288818406,35.66784058298799
5,0,ResDyNet,66,6.943434074718284e-05,9.057989067057609e-05,0.009517346829372988,0.009646509288052083,0.9646509288052083,36.19301070799702
5,0,Plain,66,0.0008727662002880672,0.00028077947044712883,0.016756475478069036,0.016983882087321076,1.6983882087321076,36.218118249991676
5,0,ResDyNet,67,8.303507263056873e-05,0.00010042264904011162,0.010021110170041621,0.010157109335718967,1.0157109335718968,36.74473991699051
5,0,Plain,67,0.00048382534944614635,0.00035695924861180644,0.018893365200826625,0.019149772111892362,1.9149772111892363,36.76983270799974
5,0,ResDyNet,68,0.00013546867229554733,6.082784098962965e-05,0.007799220537312024,0.007905065844669188,0.7905065844669188,37.29290079200291
5,0,Plain,68,0.0005297368194684154,0.003307439328933911,0.05751034106083801,0.05829082927715118,5.829082927715118,37.32224354200298
5,0,ResDyNet,69,6.828484976951884e-05,0.0002426064990968166,0.01557583060696336,0.01578721436897522,1.578721436897522,37.839799749985104
5,0,Plain,69,0.00057514908823134,0.0003695267591242219,0.019223078814909485,0.01948396035759456,1.948396035759456,37.867659207986435
5,0,ResDyNet,70,0.00011440254175823205,0.00021332764526212257,0.014605740147699556,0.014803958552694799,1.4803958552694798,38.38934787499602
5,0,Plain,70,0.0006183430341946396,0.002467363864119715,0.049672566514321725,0.05034668619650981,5.034668619650981,38.41916874999879
5,0,ResDyNet,71,0.00010749752862146591,0.00025002727711610903,0.01581225085546359,0.01602684313988461,1.602684313988461,38.97067633300321
5,0,Plain,71,0.0006332466867073597,0.0013839796963347017,0.03720187759152354,0.037706754219784075,3.7706754219784075,39.007219708000775
5,0,ResDyNet,72,9.853244942804019e-05,0.0001030442647105283,0.010151072096607741,0.010288835010341231,1.028883501034123,39.62548608300858
5,0,Plain,72,0.001252633556755566,0.001476815895185654,0.03842936240930435,0.038950897562246,3.8950897562246,39.650912874989444
5,0,ResDyNet,73,8.241476789990364e-05,7.383487003421085e-05,0.008592721922313723,0.008709336049142273,0.8709336049142273,40.21252041700063
5,0,Plain,73,0.0007967117057135767,0.0016797599599568532,0.04098487477054009,0.041541091465058355,4.154109146505835,40.24945441700402
5,0,ResDyNet,74,0.00011802656819103658,0.00019392725241801015,0.013925776546319065,0.014114766983463485,1.4114766983463485,40.88930454198271
5,0,Plain,74,0.0006179889957880178,0.0003254766203369047,0.018040970604069635,0.01828580944013971,1.8285809440139709,40.91492237499915
5,0,ResDyNet,75,7.495957464586602e-05,0.00010063051357164588,0.010031476141209023,0.010167615986252855,1.0167615986252856,41.43683691698243
5,0,Plain,75,0.0006407494828132558,0.0003579943741943696,0.01892073926130714,0.019177517673067253,1.9177517673067253,41.46189449998201
5,0,ResDyNet,76,6.289656356423616e-05,7.873283643448953e-05,0.008873152564589969,0.008993572490649622,0.8993572490649622,41.97442958300235
5,0,Plain,76,0.0005639914645402501,0.0003362403390725467,0.018336857393581558,0.018585711788389712,1.8585711788389712,41.99952045799
5,0,ResDyNet,77,0.00012025592094994032,9.826620454888306e-05,0.009912931178459934,0.010047462218116383,1.0047462218116383,42.51510233298177
5,0,Plain,77,0.0003811742499065113,0.000393519603908212,0.019837328547670223,0.020106546237723753,2.0106546237723752,42.54013420798583
5,0,ResDyNet,78,7.083546641182466e-05,0.000203102829002044,0.014251414982451529,0.014444824745885652,1.4444824745885652,43.051429499988444
5,0,Plain,78,0.0006574533324666406,0.0005769264215327483,0.024019292694264508,0.02434526493797315,2.434526493797315,43.07645266701002
5,0,ResDyNet,79,9.855528989671665e-05,7.45055232627692e-05,0.008631658198907622,0.008748800740357058,0.8748800740357058,43.588835542002926
5,0,Plain,79,0.0004855883598246303,0.0017253766428131354,0.04153765331374819,0.04210137191368462,4.210137191368462,43.61389416700695
5,0,ResDyNet,80,7.28735050834831e-05,6.244653971545968e-05,0.00790231230181772,0.008009556695076853,0.8009556695076853,44.1664956669847
5,0,Plain,80,0.0007077631775256475,0.0006832426389041922,0.026138910438352096,0.026493648581233525,2.6493648581233527,44.193218875007005
5,0,ResDyNet,81,0.00011683444300414402,0.00014215845288812192,0.011923021969623384,0.01208483248888791,1.2084832488887909,44.74205249999068
5,0,Plain,81,0.0007632168043715454,0.0010882055272665207,0.03298796033807669,0.03343564876852503,3.343564876852503,44.7692998329876
5,0,ResDyNet,82,6.456063473438746e-05,5.8779160053036363e-05,0.0076667568145230985,0.007770804421278621,0.7770804421278621,45.30670470799669
5,0,Plain,82,0.0010458205729883903,0.0015532222891003404,0.039410941235909866,0.039945797657573216,3.9945797657573214,45.332448417000705
5,0,ResDyNet,83,5.908251045702066e-05,0.00020259598618342712,0.014233621681899065,0.014426789967693613,1.4426789967693614,45.84634870800073
5,0,Plain,83,0.0007316723681305044,0.0005257009012692988,0.02292816829293825,0.0232393325956391,2.3239332595639097,45.87150133299292
5,0,ResDyNet,84,0.00012462324133674158,7.722340680475044e-05,0.008787684951382274,0.008906944973609771,0.890694497360977,46.38702866699896
5,0,Plain,84,0.00046833100078711245,0.0010839110348252936,0.032922804176213384,0.03336960835496687,3.336960835496687,46.4174297080026
5,0,ResDyNet,85,6.980323543058517e-05,0.00010198832695049821,0.01009892701976295,0.010235982258715429,1.0235982258715428,46.94835916699958
5,0,Plain,85,0.0004994791263412113,0.00036509603898731883,0.019107486464402343,0.019366799272390274,1.9366799272390274,46.973474416998215
5,0,ResDyNet,86,7.429186436754952e-05,8.437446290775319e-05,0.009185557299791515,0.009310216954046959,0.9310216954046959,47.48867304198211
5,0,Plain,86,0.0006229850362536048,0.00029732509572999346,0.01724311734374018,0.017477128299875144,1.7477128299875144,47.513766499992926
5,0,ResDyNet,87,5.278528774552142e-05,9.166637497317743e-05,0.009574255844355605,0.009704190630494016,0.9704190630494016,48.02809929198702
5,0,Plain,87,0.0007107356144097018,0.00033404511080527293,0.01827690101754871,0.0185249417283459,1.85249417283459,48.053225791984005
5,0,ResDyNet,88,7.025424294291703e-05,4.472323539011678e-05,0.006687543300055467,0.006778301738372775,0.6778301738372775,48.60569279198535
5,0,Plain,88,0.0004190601715907475,0.00023364269192611007,0.015285375099293771,0.01549281701194571,1.549281701194571,48.633352542005014
5,0,ResDyNet,89,0.00020669196367959744,0.00039686818968770314,0.01992155088560384,0.020191911579525806,2.0191911579525805,49.16501866700128
5,0,Plain,89,0.000643762764412981,0.005589687054775473,0.07476420971812296,0.07577885479952202,7.577885479952203,49.1904928330041
5,0,ResDyNet,90,0.0001701826554652097,7.176619293675894e-05,0.00847149295795959,0.008586461854097296,0.8586461854097296,49.72683662499185
5,0,Plain,90,0.0017415516069297448,0.00040820105058929097,0.020203986007451373,0.020478179703932682,2.047817970393268,49.75196683299146
5,0,ResDyNet,91,4.8380146328228445e-05,7.079411921540687e-05,0.008413924127029366,0.008528111741169101,0.8528111741169101,50.310502707987325
5,0,Plain,91,0.0003495146433570322,0.0004900739642939954,0.02213761424124098,0.02243804972351881,2.2438049723518807,50.33576349998475
5,0,ResDyNet,92,4.956736704943715e-05,6.0627921936138225e-05,0.007786393384368543,0.00789206461100324,0.789206461100324,50.85322845799965
5,0,Plain,92,0.00045744892358057313,0.0003712221508271344,0.01926712616938848,0.01952860549049908,1.952860549049908,50.87831654198817
5,0,ResDyNet,93,4.220468211156257e-05,5.713517899568767e-05,0.007558781581424858,0.007661363827420343,0.7661363827420343,51.391963083005976
5,0,Plain,93,0.0007732026172853539,0.00048595195670308826,0.02204431801401641,0.022343487348247957,2.234348734824796,51.41754637498525
5,0,ResDyNet,94,4.732001774893673e-05,0.00011906619121787502,0.010911745562368791,0.011059831779103746,1.1059831779103746,51.936244291980984
5,0,Plain,94,0.0008520541304980491,0.0009586513191879077,0.030962094877251246,0.031382289745831515,3.1382289745831518,51.96119612499024
5,0,ResDyNet,95,7.476755861074263e-05,7.512467031382353e-05,0.008667448893060953,0.00878507715959087,0.878507715959087,52.47556941700168
5,0,Plain,95,0.00039143180146801666,0.0005588751582086851,0.02364054056506926,0.02396137266235749,2.396137266235749,52.500726291997125
5,0,ResDyNet,96,5.698068054900485e-05,0.00011793707178504253,0.010859883599055863,0.01100726598321925,1.100726598321925,53.01377379198675
5,0,Plain,96,0.00047579397750341856,0.0007184388122626642,0.02680370892736049,0.027167469228297717,2.716746922829772,53.03883370800759
5,0,ResDyNet,97,7.766372068515307e-05,4.1535026691887424e-05,0.00644476738850111,0.006532231050006498,0.6532231050006498,53.55158187498455
5,0,Plain,97,0.0004888280553903174,0.00028553685633256055,0.016897835847603696,0.017127160896229253,1.7127160896229252,53.577684207994025
5,0,ResDyNet,98,7.077315301196587e-05,0.00011552570230291563,0.01074828834293701,0.010894156238039984,1.0894156238039985,54.09130070800893
5,0,Plain,98,0.0005281626614883241,0.00034943739901327855,0.018693244742774826,0.018946935765593833,1.8946935765593833,54.11633058299776
5,0,ResDyNet,99,6.1952166008099e-05,4.385477447939878e-05,0.006622293747592203,0.006712166666785856,0.6712166666785856,54.62935233299504
5,0,Plain,99,0.0005462395441758124,0.00024991025062500214,0.01580854992164057,0.016023091979699082,1.6023091979699082,54.65769449999789
5,0,ResDyNet,100,7.125602614717484e-05,0.00010806425053551665,0.010395395641124808,0.010536474335010978,1.0536474335010977,55.174333542003296
5,0,Plain,100,0.0004353094459598021,0.00025354411473877916,0.015923068634493137,0.0161391648566251,1.6139164856625101,55.199450957996305
5,1,ResDyNet,0,0.9703655924099331,0.9438476201447926,0.9715182037125154,0.9847029370308108,98.47029370308108,0.026352667016908526
5,1,Plain,0,0.9916282891864813,0.9565806223138963,0.9780493966635305,0.9913227665477496,99.13227665477497,0.05256629199720919
5,1,ResDyNet,1,0.18484875850078955,0.011732087416239462,0.10831476084190678,0.109784729423739,10.9784729423739,0.5690075420134235
5,1,Plain,1,0.36340355384809797,0.03471746440476399,0.18632623112370408,0.1888549142283349,18.88549142283349,0.5959085829963442
5,1,ResDyNet,2,0.007549631020595952,0.004056641025971983,0.06369176576271052,0.06455614374651325,6.455614374651325,1.1151917920215055
5,1,Plain,2,0.02821558423797129,0.03158794912832955,0.17772998938932494,0.1801420105988165,18.01420105988165,1.1412009580235463
5,1,ResDyNet,3,0.003312271674215706,0.0029008081526079653,0.053859151057252704,0.05459008799773004,5.459008799773004,1.6567176670068875
5,1,Plain,3,0.022393873314684235,0.01610204257557908,0.12689382402457214,0.12861593404073995,12.861593404073995,1.683088250021683
