method,seed,best_val_nrmse,best_epoch,time_to_best_sec,final_test_nrmse
n4sid_init,0,0.09570814385347721,0,1.0747439160186332,0.20377835301724326
random_init,0,1.0225453048111948,1,2.128736167011084,1.021584242593466
