controller,tracking_rmse,accumulated_tracking_error,accumulated_mpc_cost,max_abs_tracking_error,actuator_constraint_violations,avg_qp_solve_time_sec,max_qp_solve_time_sec
linear_mpc,0.04234169367279621,0.2868510436929457,0.8542483301075741,0.09000000000000002,0,0.009394282799985377,0.043777207989478484
resdynet_ltv_mpc,0.009682951757164182,0.015001528757051028,1.2363995048644822,0.09000000000000002,0,0.009514571618638001,0.03126020901254378
