seed,method,epoch,updates,wall_time_sec,val_nrmse
0,ResDyNet-Random,0,0,0.0,1.126393367810928
0,ResDyNet-Random,1,12,0.2454836250108201,1.2987272646727883
0,ResDyNet-Random,2,24,0.49447691699606366,1.192959461509026
0,ResDyNet-LinearInit,0,0,0.0,5590494474.193609
0,ResDyNet-LinearInit,1,12,0.23379570900578983,5177926508.572713
0,ResDyNet-LinearInit,2,24,0.46620858399546705,4637499449.328442
