model,num_seeds,total_parameters,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_val_nrmse_percent_mean,best_val_nrmse_percent_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,final_val_nrmse_percent_mean,final_val_nrmse_percent_std,test_nrmse_mean,test_nrmse_std,test_nrmse_percent_mean,test_nrmse_percent_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std,comparison
ResDyNet,1,18991,18991,1.1995221584444422,0.0,119.95221584444423,0.0,1.0,0.0,1.1995221584444422,0.0,119.95221584444423,0.0,0.9250048105881887,0.0,92.50048105881888,0.0,0.13165512500563636,0.0,A_same_width
Plain,1,18822,18822,1.2977519880228927,0.0,129.77519880228928,0.0,1.0,0.0,1.2977519880228927,0.0,129.77519880228928,0.0,1.0135789232521109,0.0,101.35789232521108,0.0,0.13165512500563636,0.0,A_same_width
