profile,seed,epoch,train_loss,validation_loss,validation_rmse,validation_nrmse,wall_time_sec
short_term,0,21,0.0001563217481173949,0.00014354034389319972,0.022994431455796636,0.028576186575613984,206.28236400001333
short_term,0,22,0.00013203242744336654,0.0001352858482113341,0.028742405528301804,0.035719445579145144,216.21143850000226
short_term,0,23,0.0001708635953590928,0.00013217986182355613,0.040189272678884946,0.049944968485860476,224.98700087500038
short_term,0,24,0.00017319675508055003,0.00011959901347404777,0.018379531924513054,0.022841048905992294,233.74293258300168
short_term,0,25,0.0002139344687499366,0.00013035553329277118,0.016204282384421016,0.02013777107867647,242.56396329100244
short_term,0,26,0.00014509387275293072,0.00011377263585569013,0.013474430739077017,0.016745264936871788,251.52132412500214
short_term,0,27,0.00013030743699809382,0.00012277045793182876,0.01999795065252103,0.024852328707275016,260.3935312500107
short_term,0,28,0.00015880443523129484,0.00013979187650097293,0.015354191434668922,0.019081325841791393,269.2759370000276
short_term,0,29,0.00013520794086527483,0.000113832875969126,0.014511910946119415,0.018034587006953953,278.1983186660218
short_term,0,30,0.00018707999787092634,0.00012015917457477041,0.016665709453159053,0.020711206696453956,286.9941106660117
short_term,0,31,0.00014723308747799886,0.0002161977712464328,0.04182896556092081,0.0519826866096522,295.7729337500059
short_term,0,32,0.00015431822112170064,0.00011858904576068495,0.022955918930962584,0.028528325375076304,304.5602107500017
short_term,0,33,0.0001695131685788859,0.0001866682664076275,0.022523330623058533,0.02799072894783439,313.99977258301806
short_term,0,34,0.0001637407819266858,0.00011821484824448251,0.019311268728682603,0.023998959020295356,323.8442126660084
short_term,0,35,0.00012844796147835493,0.0001167513648034263,0.014190493105725961,0.017635146986291955,333.5472123750078
short_term,0,36,0.0001269311914315215,0.00011830413298716864,0.01751394562963525,0.02176534692539442,343.33146183300414
short_term,0,37,0.00016793862143154152,0.00011486416553639936,0.014537142534477528,0.01806594340634598,353.0206060410128
short_term,0,38,0.00014630177113829983,0.00013174923244747602,0.019937850490760876,0.024777639605307687,362.6116290410282
long_term,0,0,nan,0.00839321319330922,0.058134207716309796,0.07224592481533104,0.43014079102431424
long_term,0,1,0.04562223050701904,0.010736030762511535,0.10834139943846867,0.1346405998412428,10.475516458012862
long_term,0,2,0.008761739371565994,0.0012268954810354413,0.11213708259167567,0.1393576614557675,20.170815750025213
long_term,0,3,0.00400955257294717,0.004590357987510405,0.12944895551553473,0.16087188378374798,29.791825666005025
long_term,0,4,0.0029104615986990973,0.0019030497913607124,0.13570034163463135,0.16864075497497177,39.47953854102525
long_term,0,5,0.0029616306031025343,0.0005662594168320819,0.14563582412322515,0.1809880139997749,49.19108870800119
long_term,0,6,0.002045100016131239,0.0015312906594069087,0.13414749754455535,0.16671096764684606,59.38944720799918
long_term,0,7,0.0020661694910657177,0.00044295832824243505,0.1361465128851263,0.16919523151957902,69.22502004101989
long_term,0,8,0.0018401913019739915,0.001368601973883058,0.14395964879380255,0.17890495754155805,79.12677562501631
long_term,0,9,0.0015755783773640567,0.0012608803331199347,0.13240682715715768,0.1645477603567444,88.82171754102455
long_term,0,10,0.0014795360781765467,0.0004967727421636242,0.127160473742477,0.15802788730366524,98.5118080000102
long_term,0,11,0.0014509972914462787,0.0003761207515554381,0.13523549497296222,0.16806306967936252,108.20086133302539
long_term,0,12,0.0011554847465687235,0.0006224289582449664,0.12284657357485107,0.1526668147198256,117.67124200001126
uniform,1,0,nan,0.003379586115647843,0.058134207716309796,0.07224592481533104,0.42265875000157394
uniform,1,1,0.025372466852085215,0.001855963448271548,0.04308089395408094,0.053538512828318445,9.894971625006292
uniform,1,2,0.00322171606912416,0.0005639166231283851,0.023746928677193937,0.029511347814004142,19.267877916019643
uniform,1,3,0.0016852094075926053,0.0011800708422911297,0.03435215910640665,0.04269093192353706,28.880804832995636
uniform,1,4,0.0009858792355060477,0.0010745647509127826,0.032780554529995745,0.0407378301177829,38.26125712500652
uniform,1,5,0.0009155719432094257,0.0007913126051159029,0.02813027909454348,0.034958729263433255,47.512333624996245
uniform,1,6,0.000992424494923701,0.0013364340385925632,0.036557270599004266,0.045431320506470044,56.6994502080197
uniform,1,7,0.0009519109637048323,0.0001908779439243746,0.013815858365002289,0.017169571993963646,65.93979916602257
uniform,1,8,0.0005023340945358751,0.0002640266922630379,0.016248898288586413,0.020193217215891082,75.32990179100307
uniform,1,9,0.0005179875831299472,0.00020393485659546228,0.014280576272303993,0.01774709728088413,84.6416772910161
uniform,1,10,0.0006447427741375961,0.0008208774065488274,0.028650958293973242,0.035605800097845884,94.22735570801888
uniform,1,11,0.0006117062893365985,0.001132480668836259,0.033652350209211375,0.041821248772119735,103.79780962501536
uniform,1,12,0.0004782470930305254,0.00039317414871741836,0.019828619497387644,0.024641893468140802,113.38188862500829
uniform,1,13,0.0004878152787548422,0.0005492563850759415,0.023436219630207342,0.029125216079697577,122.92862874999992
uniform,1,14,0.0004939422019767209,0.00036347555187881905,0.019065034797317054,0.023692953334637272,132.57343529100763
uniform,1,15,0.0004941337026142551,0.00031780523411998886,0.017827092752141036,0.02215450856287801,142.24381837502006
uniform,1,16,0.0004729733362605738,0.00024193018964266175,0.015554105239088378,0.019329767477981145,152.20796545801568
uniform,1,17,0.0004643503690895505,0.0002573009961519009,0.01604060456739981,0.019934361490295104,163.0592037080205
uniform,1,18,0.0005259877717325931,0.0003704386444678703,0.019246782725650485,0.023918819441384527,172.76775262501906
uniform,1,19,0.0004212901945738101,0.00017672657191460098,0.013293854673527094,0.016520855155305124,182.53441412499524
uniform,1,20,0.00046226839213225776,0.00017752033717903133,0.01332367592960478,0.016557915335689812,192.43797724999604
uniform,1,21,0.00042059373394524716,0.00015454368539375438,0.012431560062808955,0.01544924389470941,202.3254482500197
uniform,1,22,0.00029280687632518614,0.00018157622058756728,0.013475022124554769,0.016745999877493513,212.2529275410052
uniform,1,23,0.00048166199724931187,0.0007511034230416378,0.02740626606419406,0.03405896657618381,222.0711425000045
uniform,1,24,0.0005688506891029199,0.00021117911388158676,0.01453200305120055,0.018059556345491376,232.23075108299963
uniform,1,25,0.00043252029059686085,0.000345359092086916,0.018583839558754717,0.02309495094684664,242.25094700002228
uniform,1,26,0.00038576807355428244,0.00016127954067443143,0.012699588209938297,0.015782334206361947,252.564924041013
uniform,1,27,0.0002902669801824953,0.00014928860118533258,0.012218371466880387,0.015184305093993284,262.54194512500544
uniform,1,28,0.000508320183617571,0.00015569186954807364,0.01247765482116268,0.015506527868762261,272.7572460829979
uniform,1,29,0.00043633742746005224,0.00017909709414358667,0.013382716269003723,0.01663128735001402,283.1081503330206
uniform,1,30,0.00044174748635447604,0.000618013091904689,0.024859869031739677,0.030894447512736276,293.2229993750225
uniform,1,31,0.00022689762801904334,0.00018933667600636104,0.013759966474460502,0.01710011269486089,303.47417462500744
uniform,1,32,0.00042784212339363515,0.00022266156645089598,0.014921848604106657,0.01854403447998815,313.6929630000086
uniform,1,33,0.0003447113618788092,0.00015526828847098605,0.012460669619249853,0.015485419614800058,323.8214627080015
uniform,1,34,0.0003140739491249142,0.0001638321789761014,0.012799694495429921,0.015906740669600645,334.0441058750148
uniform,1,35,0.0004431752522991145,0.00021181716309003808,0.014553939768795874,0.01808681806475004,344.3340431250108
uniform,1,36,0.0003389248560322087,0.00015339272707060533,0.012385181763272246,0.015391607551616152,354.47067762500956
uniform,1,37,0.0003219489924013124,0.0006737219952320596,0.02595615534777836,0.03225685050876759,364.8782806660165
uniform,1,38,0.0004005277698137189,0.000145023821498964,0.012042583591475295,0.014965845805927679,376.01924812499783
uniform,1,39,0.0004102930044776421,0.00016001546876804376,0.01264972207444931,0.015720363376847093,386.26773933300865
uniform,1,40,0.0003243306389466531,0.000268010420432753,0.01637102386119501,0.020344988011147567,395.8483467909973
short_term,1,0,nan,0.0003993166583173179,0.058134207716309796,0.07224592481533104,0.4227287500107195
short_term,1,1,0.003107674735230491,0.00033938040424196815,0.04221791857290023,0.05246605554446745,10.350187375006499
short_term,1,2,0.0003670013880522853,0.00014698551813711102,0.02650440675977896,0.03293818653874468,21.022451416996773
short_term,1,3,0.00022396672658659021,0.0004581004091914014,0.09453667217794065,0.11748486095808516,30.774310542008607
short_term,1,4,0.0002688648101166036,0.00017877099647227684,0.030765394900364094,0.03823350303030092,40.039800083002774
short_term,1,5,0.00016335839162430184,0.0001266555950210573,0.017890810177924026,0.022233692997196065,49.097604042006424
short_term,1,6,0.00017882559076232835,0.00019618649179585832,0.02171947980418412,0.02699174834580152,59.38424404201214
short_term,1,7,0.00019936193724001393,0.00021768428955946768,0.061388285336658584,0.07628990952481927,69.47878304199548
short_term,1,8,0.00018886643689101495,0.0001513527657915348,0.027410584997051953,0.034064333903112164,78.62013212501188
short_term,1,9,0.00019496144077293828,0.0001795800448007982,0.03720914965729393,0.0462414391489001,89.10128120801528
short_term,1,10,0.00018152600960392117,0.00016721665956478178,0.03274683118886001,0.04069592064547868,98.27568670801702
short_term,1,11,0.00018284180036082725,0.00031417163848615595,0.08640645339049392,0.10738108216202052,107.58790350001073
short_term,1,12,0.00020001960862190305,0.00016012700330827825,0.03009481790958008,0.03740014764863841,116.76842579201912
short_term,1,13,0.00025535066220168476,0.00012609215581372747,0.02104552318841582,0.026154192956224395,127.0694438329956
short_term,1,14,0.0001387118406664394,0.0001243561984068309,0.015273519941969224,0.01898107184633378,136.78615266701672
short_term,1,15,0.00015164628979039388,0.00014380385138584214,0.020716372043737434,0.02574514241979396,146.58943875000114
short_term,1,16,0.00015341133769079278,0.00013249125318985766,0.03957950379042493,0.04918718199489483,156.0896771250118
short_term,1,17,0.00020104390491465052,0.00013020700467258244,0.013932808639599994,0.017314911219827863,165.21779337499174
short_term,1,18,0.00016652683389740242,0.00011841589895223859,0.020387979401676366,0.025337034507770317,174.3794701670122
short_term,1,19,0.00014494556010670497,0.0001377426027449898,0.020936096291657005,0.026018203361344364,183.6836392499972
short_term,1,20,0.00014687282505850875,0.0001588632559451679,0.03025625790188926,0.037600776194287006,193.039321749995
short_term,1,21,0.00015179542352262133,0.00013358339921347513,0.028469090521886394,0.03537978505601997,202.23512729199138
short_term,1,22,0.00015609069193688355,0.00012084170418569296,0.015664535267011413,0.019467003707872074,211.56879733299138
short_term,1,23,0.00016914721522901722,0.00011867916279620162,0.013905214845772802,0.017280619204291373,220.86541920801392
short_term,1,24,0.00016857449164265083,0.00012802591775044745,0.01717138782731343,0.021339635348619906,230.08932966701104
short_term,1,25,0.00015886771635082055,0.00015732734321499881,0.03272860922264986,0.040673275410383535,239.34081195801264
short_term,1,26,0.00015170726219720042,0.00012291192554784053,0.01943299019763434,0.024150227618247394,248.6610611670185
short_term,1,27,0.00013724954132170574,0.00012112342592158603,0.014710675858109373,0.018281600864227587,257.86574312500306
short_term,1,28,0.00017548423795617557,0.00012705837910893277,0.02637450400026881,0.03277675069287107,267.12823770800605
short_term,1,29,0.00013242421733404862,0.00012750201996809344,0.022414998026068944,0.027856099287181708,276.4172659580072
short_term,1,30,0.00014696434783482878,0.0001706388699039402,0.0305338088285323,0.03794570088091093,285.67766174999997
short_term,1,31,0.00015054186908051832,0.00011651996377190605,0.015380934570518522,0.019114560707420677,294.96761470800266
short_term,1,32,0.00014432046686456914,0.00012359946980077964,0.025046715512562837,0.031126649813857033,304.23740400001407
short_term,1,33,0.00013348430298661977,0.00011908450666899464,0.016287321233817306,0.020240967091934476,313.5850910420122
short_term,1,34,0.00013057880643137983,0.00011520371496081482,0.014030927517762002,0.017436847844977194,322.93419091700343
short_term,1,35,0.00018730206818575522,0.00013170567071457082,0.020318919749951272,0.02525121105541243,332.19325745801325
long_term,1,0,nan,0.00839321319330922,0.058134207716309796,0.07224592481533104,0.41945537499850616
long_term,1,1,0.044406109757985715,0.011703844508311386,0.1983953999072541,0.2465546484326776,9.648469207982998
long_term,1,2,0.009955361807037783,0.0028793240496576464,0.14031105841507155,0.17437069455701604,19.737913832999766
long_term,1,3,0.005779585256086751,0.00190143568854963,0.17198938158182178,0.21373873350835298,28.69470620798529
long_term,1,4,0.003983268685459852,0.001701136777961143,0.16130196428909221,0.20045701218571102,37.644198750000214
long_term,1,5,0.0031225381225698785,0.004374408413950569,0.1596165464481362,0.1983624696538109,46.54606208298355
long_term,1,6,0.002759188612016561,0.0010008311633791912,0.11867386767316965,0.14748121043120316,55.34200899998541
long_term,1,7,0.0023716013469881323,0.0007875161476317649,0.11796910481595763,0.14660537077680819,64.03846345798229
long_term,1,8,0.002222464211785723,0.0007213705627757939,0.11834494441467631,0.14707244309891085,72.70208874999662
long_term,1,9,0.0021074947103266275,0.0010476431168570009,0.10120656986772578,0.12577383479898907,81.367721290997
long_term,1,10,0.0028876857184843255,0.0009988584379604553,0.09915593649282776,0.12322542293536397,90.01431758297258
long_term,1,11,0.0013242035133836322,0.0006375698016079965,0.10734039641452522,0.13339660956342486,98.64916058297968
long_term,1,12,0.0017131948544288709,0.00028287554812443487,0.0992202108698241,0.12330529951733599,107.44230595798581
