seed,model,best_val_nrmse,best_val_nrmse_percent,best_epoch,final_val_nrmse,final_val_nrmse_percent,test_nrmse,test_nrmse_percent,max_shared_initial_parameter_difference,copied_shared_initial_parameters,avg_training_time_per_epoch_sec,total_parameters,trainable_parameters,comparison
0,ResDyNet,1.4126345280776824,141.26345280776823,0,1.416507450127094,141.6507450127094,1.0459349754292693,104.59349754292693,0.0,323,0.15582087502116337,21513,21513,B_parameter_matched
0,Plain,1.358074363261586,135.80743632615858,1,1.358074363261586,135.80743632615858,1.0234315402233056,102.34315402233057,0.0,323,0.15582087502116337,21512,21512,B_parameter_matched
