model,num_seeds,total_parameters,trainable_parameters,best_val_nrmse_mean,best_val_nrmse_std,best_val_nrmse_percent_mean,best_val_nrmse_percent_std,best_epoch_mean,best_epoch_std,final_val_nrmse_mean,final_val_nrmse_std,final_val_nrmse_percent_mean,final_val_nrmse_percent_std,test_nrmse_mean,test_nrmse_std,test_nrmse_percent_mean,test_nrmse_percent_std,avg_training_time_per_epoch_sec_mean,avg_training_time_per_epoch_sec_std,comparison
ResDyNet,1,21513,21513,1.4126345280776824,0.0,141.26345280776823,0.0,0.0,0.0,1.416507450127094,0.0,141.6507450127094,0.0,1.0459349754292693,0.0,104.59349754292693,0.0,0.15582087502116337,0.0,B_parameter_matched
Plain,1,21512,21512,1.358074363261586,0.0,135.80743632615858,0.0,1.0,0.0,1.358074363261586,0.0,135.80743632615858,0.0,1.0234315402233056,0.0,102.34315402233057,0.0,0.15582087502116337,0.0,B_parameter_matched
