profile,seed,best_validation_nrmse,best_epoch,test_rmse,test_nrmse,early_horizon_nrmse,middle_horizon_nrmse,late_horizon_nrmse,full_horizon_mean_nrmse,training_time_sec,checkpoint
uniform,0,0.14980450871930895,0,0.22802019184044225,0.2454652168997553,0.09519413502120497,0.21560385280467087,0.35351861837180365,0.21879727373977495,1.9292234999884386,results/duffing_gamma_ablation_smoke/checkpoints/uniform_seed_0_best.pt
short_term,0,0.11924488760336664,1,0.17072745770013273,0.18378921663407718,0.07053675038383,0.15861627638630432,0.2664576603160482,0.16317848040298105,1.8935142919945065,results/duffing_gamma_ablation_smoke/checkpoints/short_term_seed_0_best.pt
long_term,0,0.14980450871930895,0,0.22802019184044225,0.2454652168997553,0.09519413502120497,0.21560385280467087,0.35351861837180365,0.21879727373977495,1.9345053329889197,results/duffing_gamma_ablation_smoke/checkpoints/long_term_seed_0_best.pt
