seed,model,epoch,train_loss,val_loss,val_rmse,val_nrmse,wall_time_sec,comparison
0,ResDyNet,0,1.6233038908096242,1.3548185190643673,1.1639667173353228,1.1263934497160195,0.012504707992775366,B_parameter_matched
0,Plain,0,1.2295254273969611,1.6600306432359764,1.2884217644994889,1.2468310428378764,0.02880699999514036,B_parameter_matched
0,ResDyNet,1,1.2471938842971717,2.1842178961976964,1.4779099756743292,1.430202505859063,0.3609367909957655,B_parameter_matched
0,Plain,1,1.188037482922602,1.788026492111186,1.3371710781015218,1.294006710923292,0.3758971659990493,B_parameter_matched
0,ResDyNet,2,0.9648428861297305,1.8314199917981284,1.3532996681438034,1.3096146642317605,0.7027877910004463,B_parameter_matched
0,Plain,2,1.0865170375241238,1.8345065668332303,1.3544395766638062,1.3107177760914759,0.7179730829957407,B_parameter_matched
